unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58926108,2023-09-26T13:39:54.000,2023-10-01T10:14:23.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10032,425 WEST  162 STREET,WEST  162 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 MANHATTAN,1021100041,MANHATTAN,1001324,243543,PHONE,Unspecified,MANHATTAN,40.83512811239958,-73.93829836966584,"{'latitude': '40.83512811239958', 'longitude': '-73.93829836966584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926659,2023-09-26T13:39:52.000,2023-09-26T14:42:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11213,341 TROY AVENUE,TROY AVENUE,PRESIDENT STREET,CARROLL STREET,PRESIDENT STREET,CARROLL STREET,ADDRESS,BROOKLYN,TROY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T14:42:50.000,09 BROOKLYN,3014070001,BROOKLYN,1001772,182302,ONLINE,Unspecified,BROOKLYN,40.66703627232291,-73.93683897216657,"{'latitude': '40.66703627232291', 'longitude': '-73.93683897216657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927610,2023-09-26T13:39:49.000,2023-09-27T08:54:03.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,10003,205 3 AVENUE,3 AVENUE,EAST 18 STREET,EAST 19 STREET,EAST   18 STREET,EAST   19 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-27T08:54:03.000,06 MANHATTAN,1008990001,MANHATTAN,988327,207376,PHONE,Unspecified,MANHATTAN,40.73587492531159,-73.98528857861925,"{'latitude': '40.73587492531159', 'longitude': '-73.98528857861925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930158,2023-09-26T13:39:47.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11230,1535 EAST   18 STREET,EAST   18 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,EAST   18 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T12:43:32.000,14 BROOKLYN,3067650086,BROOKLYN,996445,162452,PHONE,Unspecified,BROOKLYN,40.61256121885737,-73.95607692337188,"{'latitude': '40.61256121885737', 'longitude': '-73.95607692337188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928758,2023-09-26T13:39:37.000,2023-09-28T17:13:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11238,358 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,08 BROOKLYN,3011760015,BROOKLYN,993786,184888,PHONE,Unspecified,BROOKLYN,40.674146466639925,-73.96562220431632,"{'latitude': '40.674146466639925', 'longitude': '-73.96562220431632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932468,2023-09-26T13:39:37.000,2023-11-08T16:16:13.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11238,358 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-08T00:00:00.000,08 BROOKLYN,3011760015,BROOKLYN,993786,184888,PHONE,Unspecified,BROOKLYN,40.674146466639925,-73.96562220431632,"{'latitude': '40.674146466639925', 'longitude': '-73.96562220431632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928527,2023-09-26T13:39:35.000,2023-10-11T12:10:10.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11691,707 BEACH    9 STREET,BEACH    9 STREET,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,14 QUEENS,4155720001,QUEENS,1054926,158763,PHONE,Unspecified,QUEENS,40.60216223687154,-73.74548355074843,"{'latitude': '40.60216223687154', 'longitude': '-73.74548355074843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931227,2023-09-26T13:39:35.000,2023-10-11T12:10:10.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11691,707 BEACH    9 STREET,BEACH    9 STREET,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,14 QUEENS,4155720001,QUEENS,1054926,158763,PHONE,Unspecified,QUEENS,40.60216223687154,-73.74548355074843,"{'latitude': '40.60216223687154', 'longitude': '-73.74548355074843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935034,2023-09-26T13:39:35.000,2023-10-11T12:10:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11691,707 BEACH    9 STREET,BEACH    9 STREET,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,14 QUEENS,4155720001,QUEENS,1054926,158763,PHONE,Unspecified,QUEENS,40.60216223687154,-73.74548355074843,"{'latitude': '40.60216223687154', 'longitude': '-73.74548355074843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927275,2023-09-26T13:39:35.000,2023-10-11T12:10:10.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11691,707 BEACH    9 STREET,BEACH    9 STREET,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,14 QUEENS,4155720001,QUEENS,1054926,158763,PHONE,Unspecified,QUEENS,40.60216223687154,-73.74548355074843,"{'latitude': '40.60216223687154', 'longitude': '-73.74548355074843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928653,2023-09-26T13:39:33.000,2023-10-03T19:52:22.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11205,837 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,03 BROOKLYN,3017340052,BROOKLYN,996372,192618,PHONE,Unspecified,BROOKLYN,40.695360385019384,-73.95628562912154,"{'latitude': '40.695360385019384', 'longitude': '-73.95628562912154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929968,2023-09-26T13:39:33.000,2023-10-03T19:52:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11205,837 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,03 BROOKLYN,3017340052,BROOKLYN,996372,192618,PHONE,Unspecified,BROOKLYN,40.695360385019384,-73.95628562912154,"{'latitude': '40.695360385019384', 'longitude': '-73.95628562912154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928732,2023-09-26T13:39:33.000,2023-10-03T19:52:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11205,837 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,03 BROOKLYN,3017340052,BROOKLYN,996372,192618,PHONE,Unspecified,BROOKLYN,40.695360385019384,-73.95628562912154,"{'latitude': '40.695360385019384', 'longitude': '-73.95628562912154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927401,2023-09-26T13:39:33.000,2023-10-03T19:52:22.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11205,837 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,03 BROOKLYN,3017340052,BROOKLYN,996372,192618,PHONE,Unspecified,BROOKLYN,40.695360385019384,-73.95628562912154,"{'latitude': '40.695360385019384', 'longitude': '-73.95628562912154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934989,2023-09-26T13:39:33.000,2023-10-03T19:52:22.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11205,837 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,03 BROOKLYN,3017340052,BROOKLYN,996372,192618,PHONE,Unspecified,BROOKLYN,40.695360385019384,-73.95628562912154,"{'latitude': '40.695360385019384', 'longitude': '-73.95628562912154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933916,2023-09-26T13:39:33.000,2023-10-04T14:28:48.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11205,837 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,03 BROOKLYN,3017340052,BROOKLYN,996372,192618,PHONE,Unspecified,BROOKLYN,40.695360385019384,-73.95628562912154,"{'latitude': '40.695360385019384', 'longitude': '-73.95628562912154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928561,2023-09-26T13:39:33.000,2023-10-04T14:28:48.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11205,837 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,03 BROOKLYN,3017340052,BROOKLYN,996372,192618,PHONE,Unspecified,BROOKLYN,40.695360385019384,-73.95628562912154,"{'latitude': '40.695360385019384', 'longitude': '-73.95628562912154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929864,2023-09-26T13:39:31.000,2023-09-27T20:31:35.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11213,1456 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,08 BROOKLYN,3013850018,BROOKLYN,1003612,183577,ONLINE,Unspecified,BROOKLYN,40.67053202904969,-73.93020271998508,"{'latitude': '40.67053202904969', 'longitude': '-73.93020271998508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927434,2023-09-26T13:39:31.000,2023-10-14T18:08:06.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,1456 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,08 BROOKLYN,3013850018,BROOKLYN,1003612,183577,ONLINE,Unspecified,BROOKLYN,40.67053202904969,-73.93020271998508,"{'latitude': '40.67053202904969', 'longitude': '-73.93020271998508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935050,2023-09-26T13:39:31.000,2023-10-14T18:08:06.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11213,1456 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,08 BROOKLYN,3013850018,BROOKLYN,1003612,183577,ONLINE,Unspecified,BROOKLYN,40.67053202904969,-73.93020271998508,"{'latitude': '40.67053202904969', 'longitude': '-73.93020271998508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927378,2023-09-26T13:39:31.000,2023-10-14T18:08:06.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11213,1456 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,08 BROOKLYN,3013850018,BROOKLYN,1003612,183577,ONLINE,Unspecified,BROOKLYN,40.67053202904969,-73.93020271998508,"{'latitude': '40.67053202904969', 'longitude': '-73.93020271998508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928604,2023-09-26T13:39:28.000,2023-09-28T08:11:05.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11230,1439 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,14 BROOKLYN,3075840019,BROOKLYN,996290,167717,PHONE,Unspecified,BROOKLYN,40.62701275833746,-73.95662580149565,"{'latitude': '40.62701275833746', 'longitude': '-73.95662580149565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933769,2023-09-26T13:39:27.000,2023-09-28T16:54:05.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10462,2156 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,11 BRONX,2043190010,BRONX,1021137,250885,PHONE,Unspecified,BRONX,40.85521919401333,-73.86665829683199,"{'latitude': '40.85521919401333', 'longitude': '-73.86665829683199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931425,2023-09-26T13:39:23.000,2023-09-26T18:13:17.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11229,2116 EAST   21 STREET,EAST   21 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T18:13:21.000,15 BROOKLYN,3073250019,BROOKLYN,997953,158207,PHONE,Unspecified,BROOKLYN,40.60090735985156,-73.95065413107275,"{'latitude': '40.60090735985156', 'longitude': '-73.95065413107275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
