unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58859539,2023-09-19T18:47:20.000,2023-09-19T19:48:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,341 RUGBY ROAD,RUGBY ROAD,BEVERLEY ROAD,CORTELYOU ROAD,BEVERLEY ROAD,CORTELYOU ROAD,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T19:48:30.000,14 BROOKLYN,BROOKLYN,993835,173080,PHONE,Unspecified,BROOKLYN,40.64173604969054,-73.96546234049791,"{'latitude': '40.64173604969054', 'longitude': '-73.96546234049791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RUGBY ROAD,3051450082,,,,,,,,
58865555,2023-09-19T18:47:18.000,2023-09-19T19:15:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11368,58-27 VAN CLEEF STREET,VAN CLEEF STREET,SAULTELL AVENUE,HORACE HARDING EXPRESSWAY,SAULTELL AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:15:51.000,04 QUEENS,QUEENS,1025948,208811,MOBILE,Unspecified,QUEENS,40.73971628493727,-73.84952844868472,"{'latitude': '40.73971628493727', 'longitude': '-73.84952844868472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,VAN CLEEF STREET,4019720108,,,,,,,,
58863002,2023-09-19T18:47:00.000,2023-09-21T02:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11358,43-39 158 STREET,158 STREET,43 AVE,45 AVE,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T02:00:00.000,07 QUEENS,QUEENS,1037445,215725,ONLINE,Unspecified,QUEENS,40.75863174765811,-73.80798576166215,"{'latitude': '40.75863174765811', 'longitude': '-73.80798576166215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,,4054160014,N/A,,,,,,,
58862957,2023-09-19T18:46:58.000,2023-09-19T19:48:20.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11222,145 KINGSLAND AVENUE,KINGSLAND AVENUE,BEADEL STREET,LOMBARDY STREET,BEADEL STREET,LOMBARDY STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:48:25.000,01 BROOKLYN,BROOKLYN,1000613,202109,MOBILE,Unspecified,BROOKLYN,40.72140410255855,-73.94096866885272,"{'latitude': '40.72140410255855', 'longitude': '-73.94096866885272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,KINGSLAND AVENUE,3028290119,,,,,,,,
58864366,2023-09-19T18:46:49.000,,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,11432,170-38 CEDARCROFT ROAD,CEDARCROFT ROAD,HOMELAWN STREET,KINGSTON PLACE,HOMELAWN STREET,KINGSTON PLACE,ADDRESS,In Progress,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2023-09-21T13:27:19.000,08 QUEENS,QUEENS,1041928,198721,ONLINE,Unspecified,QUEENS,40.71193198547577,-73.79194962906548,"{'latitude': '40.71193198547577', 'longitude': '-73.79194962906548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,CEDARCROFT ROAD,4098440027,,,,,,,,
58863574,2023-09-19T18:46:43.000,2023-09-19T22:44:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,239 OCEAN AVENUE,OCEAN AVENUE,EAST LAKE DRIVE,EAST DRIVE,EAST LAKE DRIVE,EAST DRIVE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:45:00.000,09 BROOKLYN,BROOKLYN,994731,178635,ONLINE,Unspecified,BROOKLYN,40.65698230332589,-73.96222514965272,"{'latitude': '40.65698230332589', 'longitude': '-73.96222514965272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,OCEAN AVENUE,3050260344,,,,,,,,
58867439,2023-09-19T18:46:38.000,2023-09-19T19:09:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10018,38 WEST   38 STREET,WEST   38 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:09:19.000,05 MANHATTAN,MANHATTAN,988667,213073,ONLINE,Unspecified,MANHATTAN,40.751511603328524,-73.98405798354712,"{'latitude': '40.751511603328524', 'longitude': '-73.98405798354712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   38 STREET,1008390068,,,,,,,,
58868069,2023-09-19T18:46:18.000,2023-09-20T10:01:03.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10463,3460 CANNON PLACE,CANNON PLACE,BEND,WEST  238 STREET,BEND,WEST  238 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T10:01:07.000,08 BRONX,BRONX,1012353,260335,PHONE,Unspecified,BRONX,40.88118887687463,-73.89837164817038,"{'latitude': '40.88118887687463', 'longitude': '-73.89837164817038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,CANNON PLACE,2032580176,,,,,,,,
58857579,2023-09-19T18:46:00.000,2023-09-19T19:37:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,1268 78 STREET,78 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T19:37:26.000,10 BROOKLYN,BROOKLYN,981530,164767,ONLINE,Unspecified,BROOKLYN,40.61892338918894,-74.00979763435281,"{'latitude': '40.61892338918894', 'longitude': '-74.00979763435281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,78 STREET,3062550036,,,,,,,,
58862846,2023-09-19T18:45:54.000,2023-09-25T14:45:31.000,DSNY,Department of Sanitation,Dumpster Complaint,Uncovered,Street,10031,415 CONVENT AVENUE,CONVENT AVENUE,WEST  147 STREET,WEST  148 STREET,WEST  147 STREET,WEST  148 STREET,ADDRESS,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-19T22:36:12.000,09 MANHATTAN,MANHATTAN,999486,240353,PHONE,Unspecified,MANHATTAN,40.826375841341026,-73.94494773510833,"{'latitude': '40.826375841341026', 'longitude': '-73.94494773510833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,CONVENT AVENUE,1020620046,,,,,,,,
58863344,2023-09-19T18:45:45.000,2023-09-19T19:07:51.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10016,3 AVENUE,3 AVENUE,3 AVENUE,EAST   36 STREET,3 AVENUE,EAST   36 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:07:56.000,06 MANHATTAN,MANHATTAN,990571,211433,ONLINE,Unspecified,MANHATTAN,40.74700906072902,-73.9771875308903,"{'latitude': '40.74700906072902', 'longitude': '-73.9771875308903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58856834,2023-09-19T18:45:17.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10128,1642 THIRD AVENUE,THIRD AVENUE,EAST 91 STREET,EAST 92 STREET,EAST   91 STREET,EAST   92 STREET,ADDRESS,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-19T22:16:10.000,08 MANHATTAN,MANHATTAN,997743,224382,MOBILE,Unspecified,MANHATTAN,40.78254268094986,-73.95127781621709,"{'latitude': '40.78254268094986', 'longitude': '-73.95127781621709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,3 AVENUE,1015200038,,,,,,,,
58858979,2023-09-19T18:45:04.000,2023-09-20T11:35:28.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10314,2465 RICHMOND AVENUE,RICHMOND AVENUE,RICHMOND HILL ROAD,RING ROAD,RICHMOND HILL ROAD,RING ROAD,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T11:35:33.000,02 STATEN ISLAND,STATEN ISLAND,937591,153597,ONLINE,Unspecified,STATEN ISLAND,40.58814162688654,-74.16799168469319,"{'latitude': '40.58814162688654', 'longitude': '-74.16799168469319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,RICHMOND AVENUE,5024000025,,,,,,,,
58866909,2023-09-19T18:44:00.000,2023-09-19T21:20:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11206,180 THROOP AVENUE,THROOP AVENUE,ELLERY ST,PARK AVE,,,ADDRESS,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T21:20:00.000,03 BROOKLYN,BROOKLYN,999754,193894,PHONE,Unspecified,BROOKLYN,40.69885742873855,-73.94408652247947,"{'latitude': '40.69885742873855', 'longitude': '-73.94408652247947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3017320019,,,,,,,,
58858830,2023-09-19T18:43:57.000,2023-09-20T01:31:02.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10034,261 DYCKMAN STREET,DYCKMAN STREET,SEAMAN AVENUE,PAYSON AVENUE,SEAMAN AVENUE,PAYSON AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-20T01:31:07.000,12 MANHATTAN,MANHATTAN,1004022,255004,ONLINE,Unspecified,MANHATTAN,40.866579522650774,-73.9285146035255,"{'latitude': '40.866579522650774', 'longitude': '-73.9285146035255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,DYCKMAN STREET,1022470001,,,,,,,,
58857647,2023-09-19T18:43:38.000,2023-09-19T20:06:29.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,134-09 97 AVENUE,97 AVENUE,134 STREET,VAN WYCK EXPRESSWAY,134 STREET,VAN WYCK EXPRESSWAY,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:06:35.000,09 QUEENS,QUEENS,1035813,192448,PHONE,Unspecified,QUEENS,40.69475186327048,-73.81405501301394,"{'latitude': '40.69475186327048', 'longitude': '-73.81405501301394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,97 AVENUE,4094820042,,,,,,,,
58867145,2023-09-19T18:43:36.000,2023-09-19T20:10:55.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11691,BEACH   20 STREET,BEACH   20 STREET,BEACH   20 STREET,ELK DRIVE,BEACH   20 STREET,ELK DRIVE,INTERSECTION,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T20:11:00.000,14 QUEENS,QUEENS,1052496,157326,PHONE,Unspecified,QUEENS,40.59823702494031,-73.75424887048463,"{'latitude': '40.59823702494031', 'longitude': '-73.75424887048463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58857343,2023-09-19T18:43:31.000,2023-09-19T19:30:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10301,105 HAMILTON AVENUE,HAMILTON AVENUE,ST MARKS PLACE,DANIEL LOW TERRACE,ST MARKS PLACE,DANIEL LOW TERRACE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T19:31:01.000,01 STATEN ISLAND,STATEN ISLAND,961710,174181,MOBILE,Unspecified,STATEN ISLAND,40.64473456198572,-74.08122210964471,"{'latitude': '40.64473456198572', 'longitude': '-74.08122210964471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,HAMILTON AVENUE,5000220001,,,,,,,,
58869832,2023-09-19T18:43:25.000,2023-10-06T09:49:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10314,51 RICHMOND HILL ROAD,RICHMOND HILL ROAD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,938109,153587,ONLINE,Unspecified,STATEN ISLAND,40.58811689049728,-74.16612660681376,"{'latitude': '40.58811689049728', 'longitude': '-74.16612660681376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5023800550,,,,,,,,
58856759,2023-09-19T18:43:18.000,2023-09-27T10:23:27.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11361,215-05 43 AVENUE,43 AVENUE,215 STREET,215 PLACE,215 STREET,215 PLACE,ADDRESS,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-27T10:23:30.000,11 QUEENS,QUEENS,1048616,216923,ONLINE,Unspecified,QUEENS,40.76184567143511,-73.76765129371091,"{'latitude': '40.76184567143511', 'longitude': '-73.76765129371091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAYSIDE,43 AVENUE,4063050024,,,,,,,,
58855468,2023-09-19T18:42:34.000,2023-09-19T20:50:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10466,630 EAST  236 STREET,EAST  236 STREET,CARPENTER AVENUE,MATILDA AVENUE,CARPENTER AVENUE,MATILDA AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:50:08.000,12 BRONX,BRONX,1023362,265865,ONLINE,Unspecified,BRONX,40.89632504249033,-73.8585277699989,"{'latitude': '40.89632504249033', 'longitude': '-73.8585277699989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  236 STREET,2049960054,,,,,,,,
58869096,2023-09-19T18:41:55.000,2023-09-19T19:02:09.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10031,501 WEST  138 STREET,WEST  138 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,AMSTERDAM AVENUE,HAMILTON PLACE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:02:12.000,09 MANHATTAN,MANHATTAN,997775,238381,PHONE,Unspecified,MANHATTAN,40.82096604714609,-73.95113406788097,"{'latitude': '40.82096604714609', 'longitude': '-73.95113406788097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  138 STREET,1020700029,,,,,,,,
58859488,2023-09-19T18:41:42.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10307,127 JOLINE AVENUE,JOLINE AVENUE,,,,,ADDRESS,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-04T00:00:00.000,03 STATEN ISLAND,STATEN ISLAND,918587,125166,UNKNOWN,Unspecified,STATEN ISLAND,40.509983816480045,-74.23613771303056,"{'latitude': '40.509983816480045', 'longitude': '-74.23613771303056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,,,,,,,,,
58867342,2023-09-19T18:41:31.000,2023-09-19T20:40:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11427,89-84 VANDERVEER STREET,VANDERVEER STREET,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T20:40:16.000,13 QUEENS,QUEENS,1054178,202963,ONLINE,Unspecified,QUEENS,40.72348687068531,-73.74771879693594,"{'latitude': '40.72348687068531', 'longitude': '-73.74771879693594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS VILLAGE,VANDERVEER STREET,4106560178,,,,,,,,
58864930,2023-09-19T18:41:00.000,2023-09-21T02:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11206,124 PULASKI STREET,PULASKI STREET,MARCY AVE,TOMPKINS AVE,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T02:30:00.000,03 BROOKLYN,BROOKLYN,999009,191629,ONLINE,Unspecified,BROOKLYN,40.69264180465542,-73.94677824563381,"{'latitude': '40.69264180465542', 'longitude': '-73.94677824563381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3017750032,N/A,,,,,,,
58865404,2023-09-19T18:41:00.000,2023-09-19T18:41:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Leaning,,11206,,,,,GEORGE STREET,EVERGREEN AVENUE,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T18:41:00.000,04 BROOKLYN,BROOKLYN,1002888,194334,UNKNOWN,Unspecified,BROOKLYN,40.700059079964085,-73.93278288124742,"{'latitude': '40.700059079964085', 'longitude': '-73.93278288124742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,,,,,,,
58863030,2023-09-19T18:41:00.000,2023-09-20T13:40:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11372,81-05 35 AVENUE,35 AVENUE,81 ST,82 ST,,,ADDRESS,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-20T13:40:00.000,03 QUEENS,QUEENS,1015989,213167,MOBILE,Unspecified,QUEENS,40.751713750672934,-73.88544592776718,"{'latitude': '40.751713750672934', 'longitude': '-73.88544592776718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,,4012680033,,,,,,,,
