unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_company_borough
58856616,2023-09-15T01:13:54.000,2023-09-27T16:12:39.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Commercial Building,11204,5301 20 AVENUE,20 AVENUE,53 STREET,54 STREET,53 STREET,54 STREET,ADDRESS,BROOKLYN,20 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-15T01:13:54.000,12 BROOKLYN,3054951101,BROOKLYN,990129,166352,MOBILE,Unspecified,BROOKLYN,40.623272350629534,-73.97882204194497,"{'latitude': '40.623272350629534', 'longitude': '-73.97882204194497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870027,2023-09-15T01:12:32.000,2023-09-15T01:43:41.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-15T01:43:46.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869479,2023-09-15T01:12:31.000,2023-09-15T01:20:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,677 QUINCY STREET,QUINCY STREET,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,QUINCY STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-15T01:20:20.000,03 BROOKLYN,3016260066,BROOKLYN,1003220,190363,ONLINE,Unspecified,BROOKLYN,40.68915890324438,-73.93159672170509,"{'latitude': '40.68915890324438', 'longitude': '-73.93159672170509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868460,2023-09-15T01:12:13.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10005,1 LIBERTY STREET,LIBERTY STREET,GOLD STREET,WILLIAM STREET,GOLD STREET,WILLIAM STREET,ADDRESS,NEW YORK,LIBERTY STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T02:12:37.000,01 MANHATTAN,,MANHATTAN,982075,197027,ONLINE,Unspecified,MANHATTAN,40.707470092231546,-74.00784491215519,"{'latitude': '40.707470092231546', 'longitude': '-74.00784491215519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58821430,2023-09-15T01:12:08.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11249,470 KENT AVENUE,KENT AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-18T00:00:00.000,01 BROOKLYN,3021340001,BROOKLYN,993002,197202,UNKNOWN,Unspecified,BROOKLYN,40.70794636474268,-73.96843256867524,"{'latitude': '40.70794636474268', 'longitude': '-73.96843256867524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58868464,2023-09-15T01:11:59.000,2023-09-15T01:25:03.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,10002,45 CHRYSTIE STREET,CHRYSTIE STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-15T01:25:07.000,03 MANHATTAN,1003030035,MANHATTAN,985658,200156,ONLINE,Unspecified,MANHATTAN,40.71605860820253,-73.99492089213201,"{'latitude': '40.71605860820253', 'longitude': '-73.99492089213201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843014,2023-09-15T01:11:59.000,2023-09-17T11:37:11.000,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,10002,45 CHRYSTIE STREET,CHRYSTIE STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-17T11:37:17.000,03 MANHATTAN,1003030035,MANHATTAN,985658,200156,ONLINE,Unspecified,MANHATTAN,40.71605860820253,-73.99492089213201,"{'latitude': '40.71605860820253', 'longitude': '-73.99492089213201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855509,2023-09-15T01:11:57.000,2023-09-15T02:15:35.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11206,13 GARDEN STREET,GARDEN STREET,FLUSHING AVENUE,BUSHWICK AVENUE,FLUSHING AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,GARDEN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T02:15:38.000,04 BROOKLYN,3031380020,BROOKLYN,1001488,194768,MOBILE,Unspecified,BROOKLYN,40.701253146053425,-73.93783080641985,"{'latitude': '40.701253146053425', 'longitude': '-73.93783080641985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865475,2023-09-15T01:11:55.000,2023-09-15T01:18:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11103,28-26 STEINWAY STREET,STEINWAY STREET,28 AVENUE,30 AVENUE,28 AVENUE,30 AVENUE,ADDRESS,ASTORIA,STEINWAY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T01:18:45.000,01 QUEENS,4006620030,QUEENS,1008094,218079,MOBILE,Unspecified,QUEENS,40.765220741988855,-73.9139235357957,"{'latitude': '40.765220741988855', 'longitude': '-73.9139235357957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858801,2023-09-15T01:11:35.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T17:55:37.000,Unspecified QUEENS,,QUEENS,1044181,198986,MOBILE,Unspecified,QUEENS,40.712644370964966,-73.78382050391308,"{'latitude': '40.712644370964966', 'longitude': '-73.78382050391308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,F,,Mezzanine,,
58868035,2023-09-15T01:11:29.000,2023-09-15T01:44:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-15T01:44:27.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58820456,2023-09-15T01:11:00.000,2023-09-15T19:33:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10001,,,,,8 AVENUE,WEST 34 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T19:33:00.000,04 MANHATTAN,,MANHATTAN,986061,213320,ONLINE,Unspecified,MANHATTAN,40.75219047356557,-73.99346359839569,"{'latitude': '40.75219047356557', 'longitude': '-73.99346359839569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58864182,2023-09-15T01:10:36.000,2023-09-15T01:43:00.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-15T01:43:02.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855507,2023-09-15T01:10:17.000,2023-09-15T01:45:16.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11206,851 FLUSHING AVENUE,FLUSHING AVENUE,GARDEN STREET,BUSHWICK AVENUE,GARDEN STREET,BUSHWICK AVENUE,ADDRESS,BROOKLYN,FLUSHING AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T01:45:21.000,01 BROOKLYN,3031290001,BROOKLYN,1001402,194899,MOBILE,Unspecified,BROOKLYN,40.70161287739715,-73.93814063340821,"{'latitude': '40.70161287739715', 'longitude': '-73.93814063340821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863748,2023-09-15T01:10:04.000,2023-09-15T01:19:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,MERMAID AVENUE,MERMAID AVENUE,MERMAID AVENUE,WEST   21 STREET,MERMAID AVENUE,WEST   21 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T01:19:15.000,13 BROOKLYN,,BROOKLYN,987596,149229,ONLINE,Unspecified,BROOKLYN,40.57627450465428,-73.98795516481685,"{'latitude': '40.57627450465428', 'longitude': '-73.98795516481685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864506,2023-09-15T01:09:53.000,,DOE,Department of Education,School Maintenance,Poison Ivy,School,10302,168 HOOKER PLACE,HOOKER PLACE,TRANTOR PLACE,DEAD END,TRANTOR PLACE,DEAD END,ADDRESS,STATEN ISLAND,HOOKER PLACE,In Progress,,,01 STATEN ISLAND,5011350001,STATEN ISLAND,944198,169390,ONLINE,P.S. 21 Margaret Emery-Elm Park,STATEN ISLAND,40.63152242585058,-74.14429746713607,"{'latitude': '40.63152242585058', 'longitude': '-74.14429746713607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869041,2023-09-15T01:09:43.000,2023-09-15T01:43:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-15T01:44:02.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863796,2023-09-15T01:09:40.000,2023-09-15T07:20:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11225,2121 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T07:20:07.000,09 BROOKLYN,3050260070,BROOKLYN,995080,179741,MOBILE,Unspecified,BROOKLYN,40.66001760998396,-73.96096553336491,"{'latitude': '40.66001760998396', 'longitude': '-73.96096553336491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867149,2023-09-15T01:08:56.000,2023-09-15T04:33:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,11325 SEAVIEW AVENUE,SEAVIEW AVENUE,PENNSYLVANIA AVENUE,VAN SICLEN AVENUE,PENNSYLVANIA AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,SEAVIEW AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T04:33:19.000,05 BROOKLYN,3044520200,BROOKLYN,1018371,174214,MOBILE,Unspecified,BROOKLYN,40.64478809403865,-73.87704603639904,"{'latitude': '40.64478809403865', 'longitude': '-73.87704603639904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863843,2023-09-15T01:08:06.000,2023-09-15T02:13:05.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10468,2718 MORRIS AVENUE,MORRIS AVENUE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T02:13:08.000,07 BRONX,2033160026,BRONX,1013150,255545,ONLINE,Unspecified,BRONX,40.868039237085895,-73.89551013713998,"{'latitude': '40.868039237085895', 'longitude': '-73.89551013713998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856479,2023-09-15T01:08:01.000,2023-09-15T02:44:37.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11418,105-02 PARK LANE SOUTH,PARK LANE SOUTH,105 STREET,106 STREET,105 STREET,106 STREET,ADDRESS,RICHMOND HILL,PARK LANE SOUTH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T02:44:42.000,09 QUEENS,4091890052,QUEENS,1027463,194285,ONLINE,Unspecified,QUEENS,40.699838703958385,-73.84415468406706,"{'latitude': '40.699838703958385', 'longitude': '-73.84415468406706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865764,2023-09-15T01:08:00.000,2023-09-15T01:09:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,265 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T01:09:40.000,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,MOBILE,Unspecified,MANHATTAN,40.80275381673463,-73.95544212929333,"{'latitude': '40.80275381673463', 'longitude': '-73.95544212929333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859719,2023-09-15T01:07:41.000,2023-09-15T01:49:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11355,132-40 SANFORD AVENUE,SANFORD AVENUE,COLLEGE POINT BOULEVARD,SUMMIT COURT,COLLEGE POINT BOULEVARD,SUMMIT COURT,ADDRESS,FLUSHING,SANFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T01:49:36.000,07 QUEENS,4051017506,QUEENS,1030821,214461,ONLINE,Unspecified,QUEENS,40.75519976849556,-73.83190463960189,"{'latitude': '40.75519976849556', 'longitude': '-73.83190463960189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855855,2023-09-15T01:07:23.000,2023-09-15T01:36:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10003,80 EAST    4 STREET,EAST    4 STREET,BOWERY,2 AVENUE,BOWERY,2 AVENUE,ADDRESS,NEW YORK,EAST    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T01:37:02.000,03 MANHATTAN,1004590029,MANHATTAN,987044,203919,MOBILE,Unspecified,MANHATTAN,40.726386805840875,-73.98991958326387,"{'latitude': '40.726386805840875', 'longitude': '-73.98991958326387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865605,2023-09-15T01:07:03.000,2023-09-15T01:20:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,1680 PELHAM PARKWAY SOUTH,PELHAM PARKWAY SOUTH,STILLWELL AVENUE,DEAD END,STILLWELL AVENUE,DEAD END,ADDRESS,BRONX,PELHAM PARKWAY SOUTH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T01:20:36.000,11 BRONX,2042230039,BRONX,1029020,251277,MOBILE,Unspecified,BRONX,40.85625866053893,-73.83815971912294,"{'latitude': '40.85625866053893', 'longitude': '-73.83815971912294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865604,2023-09-15T01:06:54.000,2023-09-15T01:42:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,56 WEST    9 STREET,WEST    9 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    9 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T01:42:42.000,02 MANHATTAN,1005720014,MANHATTAN,984686,206653,ONLINE,Unspecified,MANHATTAN,40.73389139743402,-73.99842678715804,"{'latitude': '40.73389139743402', 'longitude': '-73.99842678715804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867686,2023-09-15T01:05:51.000,2023-09-15T01:08:51.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10472,1136 CROES AVENUE,CROES AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,CROES AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T01:08:57.000,09 BRONX,2037490108,BRONX,1020143,240981,ONLINE,Unspecified,BRONX,40.82803973214817,-73.87030447964145,"{'latitude': '40.82803973214817', 'longitude': '-73.87030447964145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
