unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough,road_ramp
58941420,2023-09-27T22:43:38.000,,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,11214,8629 17 AVENUE,17 AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,11 BROOKLYN,BROOKLYN,982713,160761,ONLINE,Unspecified,BROOKLYN,40.607928029903086,-74.00553547198064,"{'latitude': '40.607928029903086', 'longitude': '-74.00553547198064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3063660030,,,,,,,
58936824,2023-09-27T22:43:10.000,2023-09-28T00:18:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11354,143-57 37 AVENUE,37 AVENUE,DEAD END,PARSONS BOULEVARD,DEAD END,PARSONS BOULEVARD,ADDRESS,FLUSHING,37 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T00:18:30.000,07 QUEENS,QUEENS,1033146,217509,PHONE,Unspecified,QUEENS,40.76355317951167,-73.8234905389889,"{'latitude': '40.76355317951167', 'longitude': '-73.8234905389889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4050120056,,,,,,,
58942464,2023-09-27T22:42:48.000,2023-09-27T23:09:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,214 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:09:53.000,10 MANHATTAN,MANHATTAN,996943,231541,ONLINE,Unspecified,MANHATTAN,40.80219338709589,-73.9541530242738,"{'latitude': '40.80219338709589', 'longitude': '-73.9541530242738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018290038,,,,,,,
58936130,2023-09-27T22:42:48.000,2023-09-27T22:51:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,260 HERKIMER STREET,HERKIMER STREET,HERKIMER COURT,BROOKLYN AVENUE,HERKIMER COURT,BROOKLYN AVENUE,ADDRESS,BROOKLYN,HERKIMER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:51:58.000,03 BROOKLYN,BROOKLYN,999570,186793,ONLINE,Unspecified,BROOKLYN,40.67936714058921,-73.94476624568584,"{'latitude': '40.67936714058921', 'longitude': '-73.94476624568584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939845,2023-09-27T22:42:34.000,2023-09-27T22:52:46.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Store/Commercial,10031,563 WEST  145 STREET,WEST  145 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  145 STREET,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-27T22:52:49.000,09 MANHATTAN,MANHATTAN,998303,240187,ONLINE,Unspecified,MANHATTAN,40.82592218010173,-73.94922261772636,"{'latitude': '40.82592218010173', 'longitude': '-73.94922261772636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938598,2023-09-27T22:42:32.000,2023-09-27T23:10:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,150 EAST  121 STREET,EAST  121 STREET,LEXINGTON AVENUE,SYLVAN COURT,LEXINGTON AVENUE,SYLVAN COURT,ADDRESS,NEW YORK,EAST  121 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:10:58.000,11 MANHATTAN,MANHATTAN,1001128,231365,ONLINE,Unspecified,MANHATTAN,40.80170331238198,-73.93903729721721,"{'latitude': '40.80170331238198', 'longitude': '-73.93903729721721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945722,2023-09-27T22:42:20.000,2023-10-19T08:12:06.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10456,1393 CROTONA AVENUE,CROTONA AVENUE,BOSTON ROAD,EAST  170 STREET,BOSTON ROAD,EAST  170 STREET,ADDRESS,BRONX,CROTONA AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-29T00:43:03.000,03 BRONX,BRONX,1012457,242870,ONLINE,Unspecified,BRONX,40.83325238198878,-73.89806904831451,"{'latitude': '40.83325238198878', 'longitude': '-73.89806904831451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2029350048,,,,,,,
58935910,2023-09-27T22:42:05.000,2023-09-27T22:44:54.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11377,50-01 NORTHERN BOULEVARD,NORTHERN BOULEVARD,NEWTOWN ROAD,NORTHERN BOULEVARD,NEWTOWN ROAD,NORTHERN BOULEVARD,ADDRESS,WOODSIDE,NORTHERN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T22:44:58.000,01 QUEENS,QUEENS,1008627,213922,ONLINE,Unspecified,QUEENS,40.75380939377618,-73.91201448869406,"{'latitude': '40.75380939377618', 'longitude': '-73.91201448869406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938611,2023-09-27T22:42:04.000,2023-09-27T23:19:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,622 WEST  137 STREET,WEST  137 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  137 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:19:33.000,09 MANHATTAN,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938533,2023-09-27T22:42:00.000,2023-09-29T07:25:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10314,,,,,FOREST HILL ROAD,TRAVIS AVENUE,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T07:25:00.000,02 STATEN ISLAND,STATEN ISLAND,943247,152449,UNKNOWN,Unspecified,STATEN ISLAND,40.58501856804884,-74.14762082274028,"{'latitude': '40.58501856804884', 'longitude': '-74.14762082274028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940475,2023-09-27T22:41:56.000,2023-09-28T02:06:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11212,365 THATFORD AVENUE,THATFORD AVENUE,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,THATFORD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T02:07:00.000,16 BROOKLYN,BROOKLYN,1010017,180240,ONLINE,Unspecified,BROOKLYN,40.661356385690354,-73.90712636722496,"{'latitude': '40.661356385690354', 'longitude': '-73.90712636722496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939990,2023-09-27T22:41:39.000,2023-09-27T22:46:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,40 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  112 STREET,WEST  113 STREET,WEST  112 STREET,WEST  113 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:46:43.000,10 MANHATTAN,MANHATTAN,997413,230755,MOBILE,Unspecified,MANHATTAN,40.80003534473957,-73.95245693066447,"{'latitude': '40.80003534473957', 'longitude': '-73.95245693066447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018220024,,,,,,,
58948720,2023-09-27T22:41:22.000,2023-09-28T20:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11354,,,,,38 AVENUE,PRINCE STREET,INTERSECTION,QUEENS,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-28T20:45:00.000,07 QUEENS,QUEENS,1030622,216271,UNKNOWN,Unspecified,QUEENS,40.76016879310528,-73.83261043289514,"{'latitude': '40.76016879310528', 'longitude': '-73.83261043289514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58942539,2023-09-27T22:41:14.000,2023-09-27T23:04:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,560 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  144 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:04:43.000,09 MANHATTAN,MANHATTAN,998173,239932,MOBILE,Unspecified,MANHATTAN,40.82522248363238,-73.94969287279021,"{'latitude': '40.82522248363238', 'longitude': '-73.94969287279021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938041,2023-09-27T22:41:11.000,2023-09-27T22:53:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11211,572 GRAND STREET,GRAND STREET,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,GRAND STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T22:53:58.000,01 BROOKLYN,BROOKLYN,998326,198363,MOBILE,Unspecified,BROOKLYN,40.71112616609826,-73.94922710515712,"{'latitude': '40.71112616609826', 'longitude': '-73.94922710515712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3027850029,,,,,,,
58940815,2023-09-27T22:41:00.000,2023-09-28T17:37:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,,,,,1 AVENUE,EAST 57 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T17:37:00.000,06 MANHATTAN,MANHATTAN,994521,215551,ONLINE,Unspecified,MANHATTAN,40.75830822067179,-73.96292570462641,"{'latitude': '40.75830822067179', 'longitude': '-73.96292570462641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58938695,2023-09-27T22:40:52.000,2023-09-27T22:59:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1044 FLATBUSH AVENUE,FLATBUSH AVENUE,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T22:59:53.000,14 BROOKLYN,BROOKLYN,995886,174516,MOBILE,Unspecified,BROOKLYN,40.64567510317057,-73.95806949019844,"{'latitude': '40.64567510317057', 'longitude': '-73.95806949019844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58954788,2023-09-27T22:40:30.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10022,400 EAST   55 STREET,EAST   55 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-28T00:00:00.000,06 MANHATTAN,MANHATTAN,994295,215054,UNKNOWN,Unspecified,MANHATTAN,40.75694434234659,-73.96374221874844,"{'latitude': '40.75694434234659', 'longitude': '-73.96374221874844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013660047,N/A,,,,,,
58937348,2023-09-27T22:40:28.000,2023-09-27T23:02:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,461 CENTRAL PARK WEST,CENTRAL PARK WEST,CENTRAL PARK ENTRANCE W  106 ST,WEST  107 STREET,CENTRAL PARK ENTRANCE W  106 ST,WEST  107 STREET,ADDRESS,NEW YORK,CENTRAL PARK WEST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:02:05.000,07 MANHATTAN,MANHATTAN,995367,230123,ONLINE,Unspecified,MANHATTAN,40.798303488293556,-73.95984786569373,"{'latitude': '40.798303488293556', 'longitude': '-73.95984786569373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018420029,,,,,,,
58936502,2023-09-27T22:40:08.000,2023-09-29T11:07:02.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11204,CAMERON COURT,CAMERON COURT,66 STREET,CAMERON COURT,66 STREET,CAMERON COURT,INTERSECTION,,,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-29T07:06:20.000,11 BROOKLYN,BROOKLYN,985827,165396,UNKNOWN,Unspecified,BROOKLYN,40.6206501404606,-73.99431938637342,"{'latitude': '40.6206501404606', 'longitude': '-73.99431938637342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939364,2023-09-27T22:39:40.000,2023-09-28T00:17:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11357,154-61 20 AVENUE,20 AVENUE,CLINTONVILLE STREET,160 STREET,CLINTONVILLE STREET,160 STREET,ADDRESS,WHITESTONE,20 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T00:17:41.000,07 QUEENS,QUEENS,1037828,223762,MOBILE,Unspecified,QUEENS,40.78068885470598,-73.80653920750969,"{'latitude': '40.78068885470598', 'longitude': '-73.80653920750969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4047340024,,,,,,,
58938559,2023-09-27T22:39:37.000,2023-09-27T22:50:57.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11211,303 BEDFORD AVENUE,BEDFORD AVENUE,SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:51:03.000,01 BROOKLYN,BROOKLYN,994816,199246,MOBILE,Unspecified,BROOKLYN,40.71355467851807,-73.96188647771208,"{'latitude': '40.71355467851807', 'longitude': '-73.96188647771208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3024060005,,,,,,,
58935951,2023-09-27T22:39:33.000,2023-09-27T23:04:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,96-31 43 AVENUE,43 AVENUE,JUNCTION BOULEVARD,97 PLACE,JUNCTION BOULEVARD,97 PLACE,ADDRESS,CORONA,43 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T23:04:58.000,04 QUEENS,QUEENS,1020970,211016,ONLINE,Unspecified,QUEENS,40.74579052237239,-73.86748001039146,"{'latitude': '40.74579052237239', 'longitude': '-73.86748001039146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938470,2023-09-27T22:39:31.000,2023-09-28T00:04:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,1551 PARKER STREET,PARKER STREET,GLEBE AVENUE,ST RAYMOND AVENUE,GLEBE AVENUE,ST RAYMOND AVENUE,ADDRESS,BRONX,PARKER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:04:29.000,10 BRONX,BRONX,1025709,244697,PHONE,Unspecified,BRONX,40.83821469438988,-73.85016940314527,"{'latitude': '40.83821469438988', 'longitude': '-73.85016940314527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2039710065,,,,,,,
58938582,2023-09-27T22:39:27.000,2023-09-27T22:52:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10304,641 BAY STREET,BAY STREET,CANAL STREET,THOMPSON STREET,CANAL STREET,THOMPSON STREET,ADDRESS,STATEN ISLAND,BAY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:52:39.000,01 STATEN ISLAND,STATEN ISLAND,963299,167501,ONLINE,Unspecified,STATEN ISLAND,40.62640329129655,-74.07547546593783,"{'latitude': '40.62640329129655', 'longitude': '-74.07547546593783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942484,2023-09-27T22:39:23.000,2023-09-27T23:27:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,90 CORNELIA STREET,CORNELIA STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,CORNELIA STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T23:27:19.000,04 BROOKLYN,BROOKLYN,1007519,190526,ONLINE,Unspecified,BROOKLYN,40.68959604223438,-73.9160945493295,"{'latitude': '40.68959604223438', 'longitude': '-73.9160945493295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
