unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58810950,2023-09-14T15:25:19.000,2023-10-02T17:16:38.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11221,479 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,04 BROOKLYN,3033830002,BROOKLYN,1008257,191192,PHONE,Unspecified,BROOKLYN,40.69142208687922,-73.91343103100255,"{'latitude': '40.69142208687922', 'longitude': '-73.91343103100255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815488,2023-09-14T15:25:19.000,2023-10-03T11:18:37.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11221,479 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,04 BROOKLYN,3033830002,BROOKLYN,1008257,191192,PHONE,Unspecified,BROOKLYN,40.69142208687922,-73.91343103100255,"{'latitude': '40.69142208687922', 'longitude': '-73.91343103100255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811045,2023-09-14T15:25:19.000,2023-10-02T17:16:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11221,479 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,04 BROOKLYN,3033830002,BROOKLYN,1008257,191192,PHONE,Unspecified,BROOKLYN,40.69142208687922,-73.91343103100255,"{'latitude': '40.69142208687922', 'longitude': '-73.91343103100255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818849,2023-09-14T15:25:19.000,2023-10-02T17:16:39.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11221,479 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,04 BROOKLYN,3033830002,BROOKLYN,1008257,191192,PHONE,Unspecified,BROOKLYN,40.69142208687922,-73.91343103100255,"{'latitude': '40.69142208687922', 'longitude': '-73.91343103100255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817524,2023-09-14T15:25:14.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,11234,2009 EAST   53 PLACE,EAST   53 PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,18 BROOKLYN,3085450036,BROOKLYN,1005744,162266,UNKNOWN,Unspecified,BROOKLYN,40.61203300971752,-73.92258505761947,"{'latitude': '40.61203300971752', 'longitude': '-73.92258505761947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815065,2023-09-14T15:25:13.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11229,2309 AVENUE S,AVENUE S,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,15 BROOKLYN,3068290047,BROOKLYN,998354,159470,UNKNOWN,Unspecified,BROOKLYN,40.60437340834848,-73.94920745318944,"{'latitude': '40.60437340834848', 'longitude': '-73.94920745318944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58818629,2023-09-14T15:25:12.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11228,1014 74 STREET,74 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T00:00:00.000,10 BROOKLYN,3059350012,BROOKLYN,980679,166819,UNKNOWN,Unspecified,BROOKLYN,40.62455539881742,-74.01286408259143,"{'latitude': '40.62455539881742', 'longitude': '-74.01286408259143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811451,2023-09-14T15:25:07.000,2023-09-16T12:43:05.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10306,3140 MORLEY AVENUE,MORLEY AVENUE,EBONY STREET,DALTON AVENUE,EBONY STREET,DALTON AVENUE,ADDRESS,STATEN ISLAND,MORLEY AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-16T12:37:48.000,03 STATEN ISLAND,5043110008,STATEN ISLAND,949114,148999,ONLINE,Unspecified,STATEN ISLAND,40.57557420609442,-74.12648028617762,"{'latitude': '40.57557420609442', 'longitude': '-74.12648028617762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819111,2023-09-14T15:24:56.000,,DOE,Department of Education,School Maintenance,Other School Condition,School,11228,7805 7 AVENUE,7 AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,BROOKLYN,7 AVENUE,In Progress,,,10 BROOKLYN,3059730001,BROOKLYN,979054,166698,ONLINE,P.S. 127 Mckinley Park,BROOKLYN,40.62422247511744,-74.01871784934262,"{'latitude': '40.62422247511744', 'longitude': '-74.01871784934262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810604,2023-09-14T15:24:44.000,2023-09-14T17:34:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11362,49-08 ANNADALE LANE,ANNADALE LANE,LITTLE NECK PARKWAY,BROWVALE LANE,LITTLE NECK PARKWAY,BROWVALE LANE,ADDRESS,LITTLE NECK,ANNADALE LANE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T17:35:04.000,11 QUEENS,4082480049,QUEENS,1058562,219546,PHONE,Unspecified,QUEENS,40.76896709008301,-73.73171938423599,"{'latitude': '40.76896709008301', 'longitude': '-73.73171938423599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811191,2023-09-14T15:24:41.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10306,497 LINCOLN AVENUE,LINCOLN AVENUE,KISWICK STREET,NUGENT AVENUE,KISWICK STREET,NUGENT AVENUE,ADDRESS,STATEN ISLAND,LINCOLN AVENUE,In Progress,,,02 STATEN ISLAND,5037400006,STATEN ISLAND,957364,148066,UNKNOWN,Unspecified,STATEN ISLAND,40.57304216318038,-74.09677879037615,"{'latitude': '40.57304216318038', 'longitude': '-74.09677879037615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816379,2023-09-14T15:24:39.000,2023-09-14T17:39:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222,101 NASSAU AVENUE,NASSAU AVENUE,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,ADDRESS,BROOKLYN,NASSAU AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T17:39:20.000,01 BROOKLYN,3026470029,BROOKLYN,998092,203061,PHONE,Unspecified,BROOKLYN,40.7240214156889,-73.95006149490531,"{'latitude': '40.7240214156889', 'longitude': '-73.95006149490531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815166,2023-09-14T15:24:32.000,2023-09-14T16:17:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,59 SEVENTH AVENUE,SEVENTH AVENUE,LINCOLN PLACE,BERKELEY PLACE,LINCOLN PLACE,BERKELEY PLACE,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T16:17:47.000,06 BROOKLYN,3010610010,BROOKLYN,991282,185429,MOBILE,Unspecified,BROOKLYN,40.67563373296608,-73.97464869469121,"{'latitude': '40.67563373296608', 'longitude': '-73.97464869469121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811512,2023-09-14T15:23:49.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Bodega, Deli, or Convenience Store",Business,11238,645 VANDERBILT AVENUE,VANDERBILT AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,VANDERBILT AVENUE,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-17T14:26:29.000,08 BROOKLYN,3011527502,BROOKLYN,992904,186217,ONLINE,Unspecified,BROOKLYN,40.67779517793243,-73.96880015525956,"{'latitude': '40.67779517793243', 'longitude': '-73.96880015525956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819280,2023-09-14T15:23:25.000,2023-09-15T13:56:44.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11210,985 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,Closed,This request required re-assignment to a new DOT unit.,2023-09-15T13:56:51.000,18 BROOKLYN,3077420028,BROOKLYN,1000982,169156,PHONE,Unspecified,BROOKLYN,40.630954889694856,-73.93971927027972,"{'latitude': '40.630954889694856', 'longitude': '-73.93971927027972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812240,2023-09-14T15:23:21.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11365,70-03 171 STREET,171 STREET,JEWEL AVENUE,71 AVENUE,JEWEL AVENUE,71 AVENUE,ADDRESS,FRESH MEADOWS,171 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T06:40:07.000,08 QUEENS,4069460015,QUEENS,1040053,205769,PHONE,Unspecified,QUEENS,40.73128901684933,-73.79865448394266,"{'latitude': '40.73128901684933', 'longitude': '-73.79865448394266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813981,2023-09-14T15:23:03.000,2023-09-14T16:16:39.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10036,306 WEST   46 STREET,WEST   46 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   46 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:16:42.000,04 MANHATTAN,1010360036,MANHATTAN,987442,216171,MOBILE,Unspecified,MANHATTAN,40.7600153515459,-73.98847783266426,"{'latitude': '40.7600153515459', 'longitude': '-73.98847783266426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817294,2023-09-14T15:23:00.000,2023-09-28T11:35:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11360,28-40 200 STREET,200 STREET,28 AVE,29 AVE,,,ADDRESS,BAYSIDE,,Closed,The Department of Environmental Protection sent a letter to the complainant and/or respondent and the letter was returned as undeliverable.,2023-09-28T11:35:00.000,11 QUEENS,,QUEENS,1042319,220507,ONLINE,Unspecified,QUEENS,40.77172639654589,-73.79035118036448,"{'latitude': '40.77172639654589', 'longitude': '-73.79035118036448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58817930,2023-09-14T15:22:37.000,2023-09-14T15:53:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10013,557 BROOME STREET,BROOME STREET,AVENUE OF THE AMERICAS,VARICK STREET,AVENUE OF THE AMERICAS,VARICK STREET,ADDRESS,NEW YORK,BROOME STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T15:53:57.000,02 MANHATTAN,1004777502,MANHATTAN,982708,203175,MOBILE,Unspecified,MANHATTAN,40.724345013393965,-74.00556318051213,"{'latitude': '40.724345013393965', 'longitude': '-74.00556318051213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815686,2023-09-14T15:22:28.000,2023-09-15T09:34:33.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),3+ Family Apartment Building,11101,29-26 38 AVENUE,38 AVENUE,OLD RIDGE ROAD,30 STREET,OLD RIDGE ROAD,30 STREET,ADDRESS,LONG ISLAND CITY,38 AVENUE,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-15T09:34:33.000,01 QUEENS,,QUEENS,1002747,214140,PHONE,Unspecified,QUEENS,40.75442200379268,-73.9332369506636,"{'latitude': '40.75442200379268', 'longitude': '-73.9332369506636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812311,2023-09-14T15:22:26.000,2023-09-25T12:36:18.000,DOT,Department of Transportation,DEP Street Condition,Cave-in,Street,11420,LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,LINDEN BOULEVARD,LEFFERTS BOULEVARD,LINDEN BOULEVARD,INTERSECTION,,,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-25T12:36:22.000,10 QUEENS,,QUEENS,1034038,186614,UNKNOWN,Unspecified,QUEENS,40.678749067245,-73.8204990590482,"{'latitude': '40.678749067245', 'longitude': '-73.8204990590482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818093,2023-09-14T15:22:14.000,2023-09-22T15:50:31.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10468,2890 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  229 STREET,RESERVOIR AVENUE,WEST  229 STREET,RESERVOIR AVENUE,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-22T15:50:35.000,08 BRONX,2032500200,BRONX,1011704,258302,MOBILE,Washington's Walk,BRONX,40.875610967981835,-73.90072694449508,"{'latitude': '40.875610967981835', 'longitude': '-73.90072694449508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814929,2023-09-14T15:22:13.000,2023-09-18T15:11:21.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11236,1175 EAST   94 STREET,EAST   94 STREET,FLATLANDS AVENUE,SKIDMORE LANE,FLATLANDS AVENUE,SKIDMORE LANE,ADDRESS,BROOKLYN,EAST   94 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-18T12:37:34.000,18 BROOKLYN,3082020037,BROOKLYN,1011279,173088,MOBILE,Unspecified,BROOKLYN,40.64172195159527,-73.90260632555115,"{'latitude': '40.64172195159527', 'longitude': '-73.90260632555115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814038,2023-09-14T15:22:12.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11228,1016 74 STREET,74 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T00:00:00.000,10 BROOKLYN,3059350013,BROOKLYN,980688,166812,UNKNOWN,Unspecified,BROOKLYN,40.62453618890712,-74.01283165751936,"{'latitude': '40.62453618890712', 'longitude': '-74.01283165751936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811067,2023-09-14T15:22:02.000,2023-09-23T10:34:47.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11237,317 JEFFERSON STREET,JEFFERSON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,04 BROOKLYN,3031660041,BROOKLYN,1004767,195986,PHONE,Unspecified,BROOKLYN,40.704589273969866,-73.92600132135634,"{'latitude': '40.704589273969866', 'longitude': '-73.92600132135634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
