unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58863110,2023-09-19T04:52:01.000,2023-09-19T05:13:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,3806 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T05:13:19.000,12 BROOKLYN,3052880045,BROOKLYN,987047,173743,MOBILE,Unspecified,BROOKLYN,40.64356058707334,-73.98992128608802,"{'latitude': '40.64356058707334', 'longitude': '-73.98992128608802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38 STREET,39 STREET,38 STREET,39 STREET,FORT HAMILTON PARKWAY,,,,,,,
58857635,2023-09-19T04:50:15.000,2023-09-19T05:31:05.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,131-10 134 STREET,134 STREET,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T05:31:10.000,10 QUEENS,4117780084,QUEENS,1038471,183529,PHONE,Unspecified,QUEENS,40.67025541400748,-73.80454160911765,"{'latitude': '40.67025541400748', 'longitude': '-73.80454160911765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",131 AVENUE,133 AVENUE,131 AVENUE,133 AVENUE,134 STREET,,,,,,,
58855641,2023-09-19T04:49:54.000,2023-09-19T05:04:28.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11233,110 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:04:34.000,03 BROOKLYN,3016910012,BROOKLYN,1003731,187156,PHONE,Unspecified,BROOKLYN,40.68035531356208,-73.92976339712524,"{'latitude': '40.68035531356208', 'longitude': '-73.92976339712524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,CHAUNCEY STREET,,,,,,,
58855432,2023-09-19T04:49:26.000,2023-09-19T05:46:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,15 OLIVER STREET,OLIVER STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T05:46:50.000,10 BROOKLYN,3060990001,BROOKLYN,973313,164929,PHONE,Unspecified,BROOKLYN,40.61936171245328,-74.03939611543234,"{'latitude': '40.61936171245328', 'longitude': '-74.03939611543234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SHORE ROAD,MARINE AVENUE,SHORE ROAD,MARINE AVENUE,OLIVER STREET,,,,,,,
58859529,2023-09-19T04:48:58.000,2023-09-19T05:15:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,101-59 99 STREET,99 STREET,ADDRESS,OZONE PARK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T05:15:54.000,09 QUEENS,4091060070,QUEENS,1027991,188842,PHONE,Unspecified,QUEENS,40.684896356490135,-73.84228582762161,"{'latitude': '40.684896356490135', 'longitude': '-73.84228582762161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,99 STREET,,,,,,,
58856240,2023-09-19T04:47:10.000,2023-09-26T14:25:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10009,542 EAST   14 STREET,EAST   14 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1004070029,MANHATTAN,990134,205145,ONLINE,Unspecified,MANHATTAN,40.72975036103893,-73.97877016235788,"{'latitude': '40.72975036103893', 'longitude': '-73.97877016235788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58870542,2023-09-19T04:46:54.000,2023-09-19T05:12:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10456,987 GRANT AVENUE,GRANT AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T05:12:30.000,04 BRONX,2024470031,BRONX,1007025,241294,ONLINE,Unspecified,BRONX,40.828942394635405,-73.91770387252143,"{'latitude': '40.828942394635405', 'longitude': '-73.91770387252143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,GRANT AVENUE,,,,,,,
58869359,2023-09-19T04:44:54.000,2023-09-19T05:00:27.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11212,HERZEL STREET,HERZEL STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T05:00:30.000,16 BROOKLYN,,BROOKLYN,1007711,183018,ONLINE,Unspecified,BROOKLYN,40.66898778608307,-73.91542835682617,"{'latitude': '40.66898778608307', 'longitude': '-73.91542835682617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HERZEL STREET,PITKIN AVENUE,HERZEL STREET,PITKIN AVENUE,,,,,,,,
58860173,2023-09-19T04:42:09.000,2023-09-19T20:44:48.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58862002,2023-09-19T04:42:08.000,2023-09-19T15:14:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58857699,2023-09-19T04:39:55.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11201,150 BALTIC STREET,BALTIC STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,06 BROOKLYN,3003100016,BROOKLYN,984687,189762,UNKNOWN,Unspecified,BROOKLYN,40.68752961511088,-73.99842427521445,"{'latitude': '40.68752961511088', 'longitude': '-73.99842427521445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58866870,2023-09-19T04:38:00.000,2023-09-19T22:08:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10009,,,INTERSECTION,MANHATTAN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-19T22:08:00.000,03 MANHATTAN,,MANHATTAN,987841,203484,ONLINE,Unspecified,MANHATTAN,40.72519254892837,-73.98704433505551,"{'latitude': '40.72519254892837', 'longitude': '-73.98704433505551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,1 AVENUE,EAST 4 STREET,,N/A,,,,,,
58856128,2023-09-19T04:37:26.000,2023-09-19T05:23:35.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11368,37-20 99 STREET,99 STREET,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:23:40.000,03 QUEENS,4017610012,QUEENS,1020849,213180,ONLINE,Unspecified,QUEENS,40.75173065225677,-73.8679049135963,"{'latitude': '40.75173065225677', 'longitude': '-73.8679049135963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,99 STREET,,,,,,,
58859191,2023-09-19T04:37:23.000,2023-09-19T04:50:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11369,26-22 96 STREET,96 STREET,ADDRESS,EAST ELMHURST,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T04:50:28.000,03 QUEENS,4013750019,QUEENS,1019390,216939,ONLINE,Unspecified,QUEENS,40.76205405614854,-73.87315116112151,"{'latitude': '40.76205405614854', 'longitude': '-73.87315116112151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA BOULEVARD,30 AVENUE,ASTORIA BOULEVARD,30 AVENUE,96 STREET,,,,,,,
58869313,2023-09-19T04:34:00.000,2023-09-19T05:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T05:35:00.000,15 BROOKLYN,,BROOKLYN,994811,160732,UNKNOWN,Unspecified,BROOKLYN,40.60784227081624,-73.9619648365069,"{'latitude': '40.60784227081624', 'longitude': '-73.9619648365069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,CONEY ISLAND AVENUE,QUENTIN ROAD,,N/A,,,,,,
58870461,2023-09-19T04:29:54.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-27T22:23:22.000,Unspecified QUEENS,,QUEENS,1010292,213586,MOBILE,Unspecified,QUEENS,40.752882412510274,-73.90600620032484,"{'latitude': '40.752882412510274', 'longitude': '-73.90600620032484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,R,Platform,,,M R to Forest Hills,
58861690,2023-09-19T04:29:18.000,2023-09-19T05:31:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11237,231 HIMROD STREET,HIMROD STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-19T05:31:34.000,04 BROOKLYN,3032690053,BROOKLYN,1006484,194372,MOBILE,Unspecified,BROOKLYN,40.70015507658532,-73.91981394825716,"{'latitude': '40.70015507658532', 'longitude': '-73.91981394825716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,HIMROD STREET,,,,,,,
58855661,2023-09-19T04:29:00.000,2023-09-19T05:09:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,351 EVERGREEN AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:09:25.000,04 BROOKLYN,3032960001,BROOKLYN,1005643,191999,MOBILE,Unspecified,BROOKLYN,40.69364381912392,-73.92285451728637,"{'latitude': '40.69364381912392', 'longitude': '-73.92285451728637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GREENE AVENUE,BLEECKER STREET,GREENE AVENUE,BLEECKER STREET,EVERGREEN AVENUE,,,,,,,
58869819,2023-09-19T04:26:53.000,2023-09-19T20:44:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58869928,2023-09-19T04:26:02.000,2023-09-20T14:29:00.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10003,29 EAST    2 STREET,EAST    2 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,03 MANHATTAN,1004570128,MANHATTAN,986760,203476,ONLINE,Unspecified,MANHATTAN,40.72517096365262,-73.99094438640566,"{'latitude': '40.72517096365262', 'longitude': '-73.99094438640566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58858090,2023-09-19T04:26:02.000,2023-09-20T14:29:00.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10003,29 EAST    2 STREET,EAST    2 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,03 MANHATTAN,1004570128,MANHATTAN,986760,203476,ONLINE,Unspecified,MANHATTAN,40.72517096365262,-73.99094438640566,"{'latitude': '40.72517096365262', 'longitude': '-73.99094438640566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58858182,2023-09-19T04:26:02.000,2023-09-20T14:28:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10003,29 EAST    2 STREET,EAST    2 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,03 MANHATTAN,1004570128,MANHATTAN,986760,203476,ONLINE,Unspecified,MANHATTAN,40.72517096365262,-73.99094438640566,"{'latitude': '40.72517096365262', 'longitude': '-73.99094438640566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58864932,2023-09-19T04:26:00.000,2023-09-26T03:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003,93 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T03:45:00.000,03 MANHATTAN,1004470030,MANHATTAN,988040,203845,ONLINE,Unspecified,MANHATTAN,40.72618332317361,-73.98632617650456,"{'latitude': '40.72618332317361', 'longitude': '-73.98632617650456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 5 ST,E 6 ST,,,,N/A,,,,,,
58865520,2023-09-19T04:24:40.000,2023-09-19T04:39:58.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,2811 EXTERIOR STREET,EXTERIOR STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T04:40:04.000,08 BRONX,2032650001,BRONX,1010092,257638,ONLINE,Unspecified,BRONX,40.87379336044671,-73.90655845740547,"{'latitude': '40.87379336044671', 'longitude': '-73.90655845740547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  225 STREET,BROADWAY,WEST  225 STREET,BROADWAY,EXTERIOR STREET,,,,,,,
58865328,2023-09-19T04:21:02.000,2023-09-19T04:56:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,40-26 77 STREET,77 STREET,ADDRESS,ELMHURST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T04:56:48.000,04 QUEENS,4014870020,QUEENS,1015122,211298,PHONE,Unspecified,QUEENS,40.74658689029592,-73.88858372640422,"{'latitude': '40.74658689029592', 'longitude': '-73.88858372640422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,77 STREET,,,,,,,
58869111,2023-09-19T04:20:25.000,2023-09-19T04:41:29.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10014,61 7 AVENUE SOUTH,7 AVENUE SOUTH,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T04:41:35.000,02 MANHATTAN,1005870021,MANHATTAN,983161,205829,ONLINE,Unspecified,MANHATTAN,40.73162966356138,-74.00392929044827,"{'latitude': '40.73162966356138', 'longitude': '-74.00392929044827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MORTON STREET,COMMERCE STREET,MORTON STREET,COMMERCE STREET,7 AVENUE SOUTH,,,,,,,
58867213,2023-09-19T04:20:00.000,2023-09-20T01:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10014,287 BLEECKER STREET,BLEECKER STREET,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T01:00:00.000,02 MANHATTAN,1005900052,MANHATTAN,983292,205986,ONLINE,Unspecified,MANHATTAN,40.7320606052063,-74.00345664333629,"{'latitude': '40.7320606052063', 'longitude': '-74.00345664333629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JONES ST,7 AVE S,,,,N/A,,,,,,
