unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,taxi_pick_up_location,bridge_highway_direction,taxi_company_borough,due_date
58908619,2023-09-23T20:25:38.000,2023-09-23T20:45:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,200 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   69 STREET,WEST   70 STREET,WEST   69 STREET,WEST   70 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T20:45:31.000,07 MANHATTAN,1011587508,MANHATTAN,988962,222279,ONLINE,Unspecified,MANHATTAN,40.77677954545491,-73.98298680424051,"{'latitude': '40.77677954545491', 'longitude': '-73.98298680424051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909440,2023-09-23T20:25:36.000,2023-09-23T20:41:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:41:50.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907315,2023-09-23T20:25:33.000,2023-09-23T21:04:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10031,1619 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T21:04:35.000,09 MANHATTAN,1020570029,MANHATTAN,998132,238816,MOBILE,Unspecified,MANHATTAN,40.82215944517286,-73.94984332442716,"{'latitude': '40.82215944517286', 'longitude': '-73.94984332442716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909633,2023-09-23T20:25:26.000,2023-09-23T21:38:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11208,111 EUCLID AVENUE,EUCLID AVENUE,ETNA STREET,RIDGEWOOD AVENUE,ETNA STREET,RIDGEWOOD AVENUE,ADDRESS,BROOKLYN,EUCLID AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T21:38:35.000,05 BROOKLYN,3041170014,BROOKLYN,1018980,189171,ONLINE,Unspecified,BROOKLYN,40.68583932920275,-73.87477447769804,"{'latitude': '40.68583932920275', 'longitude': '-73.87477447769804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909497,2023-09-23T20:25:14.000,2023-09-23T21:22:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11368,34-52 97 STREET,97 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,CORONA,97 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T21:22:45.000,03 QUEENS,4017300029,QUEENS,1020033,214124,PHONE,Unspecified,QUEENS,40.75432502991644,-73.87084503698712,"{'latitude': '40.75432502991644', 'longitude': '-73.87084503698712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908962,2023-09-23T20:25:00.000,2023-09-24T03:10:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Hanging,,10025,,,,,COLUMBUS AVENUE,WEST 96 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T03:10:00.000,07 MANHATTAN,,MANHATTAN,993241,228138,UNKNOWN,Unspecified,MANHATTAN,40.79285762085752,-73.96752916217581,"{'latitude': '40.79285762085752', 'longitude': '-73.96752916217581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907863,2023-09-23T20:24:39.000,2023-09-23T20:45:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,1322 COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T20:45:25.000,04 BRONX,2027830095,BRONX,1008764,243902,PHONE,Unspecified,BRONX,40.836095945354685,-73.91141057149585,"{'latitude': '40.836095945354685', 'longitude': '-73.91141057149585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905865,2023-09-23T20:24:37.000,2023-09-23T20:53:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2693 MORRIS AVENUE,MORRIS AVENUE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T20:53:55.000,07 BRONX,2033170051,BRONX,1013076,255434,ONLINE,Unspecified,BRONX,40.867734818071455,-73.89577816627857,"{'latitude': '40.867734818071455', 'longitude': '-73.89577816627857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906998,2023-09-23T20:24:25.000,2023-09-23T23:44:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,3333 BROADWAY,BROADWAY,,,,,ADDRESS,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T23:44:19.000,Unspecified MANHATTAN,1020019005,MANHATTAN,,,MOBILE,Unspecified,MANHATTAN,,,,,,,,,,,
58907946,2023-09-23T20:24:24.000,2023-09-23T20:28:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1265 GERARD AVENUE,GERARD AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T20:28:35.000,04 BRONX,2024890054,BRONX,1006494,244079,MOBILE,Unspecified,BRONX,40.836587768244534,-73.91961337374968,"{'latitude': '40.836587768244534', 'longitude': '-73.91961337374968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906906,2023-09-23T20:24:17.000,2023-09-23T20:44:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,860 EAST   18 STREET,EAST   18 STREET,AVENUE H,DEAD END,AVENUE H,DEAD END,ADDRESS,BROOKLYN,EAST   18 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T20:44:55.000,14 BROOKLYN,3067010054,BROOKLYN,995527,168748,ONLINE,Unspecified,BROOKLYN,40.62984364003316,-73.9593727922077,"{'latitude': '40.62984364003316', 'longitude': '-73.9593727922077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906615,2023-09-23T20:24:15.000,2023-09-24T09:23:29.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Trunk Split,Street,11219,926 50 STREET,50 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,50 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-24T09:23:32.000,12 BROOKLYN,3056450017,BROOKLYN,984035,172202,PHONE,Unspecified,BROOKLYN,40.63933131163807,-74.0007746822119,"{'latitude': '40.63933131163807', 'longitude': '-74.0007746822119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906286,2023-09-23T20:24:00.000,2023-09-23T20:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,,10025,,,,,BROADWAY,WEST 98 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T20:45:00.000,07 MANHATTAN,,MANHATTAN,992327,229267,UNKNOWN,Unspecified,MANHATTAN,40.79595730280253,-73.97082869895915,"{'latitude': '40.79595730280253', 'longitude': '-73.97082869895915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58909422,2023-09-23T20:23:58.000,2023-09-23T21:01:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11103,25-32 41 STREET,41 STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,ASTORIA,41 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T21:01:46.000,01 QUEENS,4006840057,QUEENS,1008842,218796,MOBILE,Unspecified,QUEENS,40.76718667134366,-73.91122064611787,"{'latitude': '40.76718667134366', 'longitude': '-73.91122064611787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906840,2023-09-23T20:23:56.000,2023-09-24T01:01:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,979 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T01:01:12.000,04 BROOKLYN,3031840001,BROOKLYN,1003785,193772,ONLINE,Unspecified,BROOKLYN,40.698514586942345,-73.92954952205734,"{'latitude': '40.698514586942345', 'longitude': '-73.92954952205734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906789,2023-09-23T20:23:51.000,2023-09-23T22:03:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11235,2472 EAST   28 STREET,EAST   28 STREET,AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,ADDRESS,BROOKLYN,EAST   28 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T22:03:47.000,15 BROOKLYN,3074220835,BROOKLYN,1000275,155029,ONLINE,Unspecified,BROOKLYN,40.59218049824256,-73.94229991818543,"{'latitude': '40.59218049824256', 'longitude': '-73.94229991818543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909691,2023-09-23T20:23:12.000,2023-10-04T18:55:55.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,10459,919 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,03 BRONX,2026770070,BRONX,1011709,238664,ONLINE,Unspecified,BRONX,40.821710476862634,-73.90078928961124,"{'latitude': '40.821710476862634', 'longitude': '-73.90078928961124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909197,2023-09-23T20:23:12.000,2023-10-18T14:08:07.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10459,919 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-18T00:00:00.000,03 BRONX,2026770070,BRONX,1011709,238664,ONLINE,Unspecified,BRONX,40.821710476862634,-73.90078928961124,"{'latitude': '40.821710476862634', 'longitude': '-73.90078928961124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907545,2023-09-23T20:23:12.000,2023-10-04T18:55:55.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10459,919 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,03 BRONX,2026770070,BRONX,1011709,238664,ONLINE,Unspecified,BRONX,40.821710476862634,-73.90078928961124,"{'latitude': '40.821710476862634', 'longitude': '-73.90078928961124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906533,2023-09-23T20:23:12.000,2023-10-04T18:55:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10459,919 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,03 BRONX,2026770070,BRONX,1011709,238664,ONLINE,Unspecified,BRONX,40.821710476862634,-73.90078928961124,"{'latitude': '40.821710476862634', 'longitude': '-73.90078928961124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909261,2023-09-23T20:23:12.000,2023-10-04T18:55:55.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10459,919 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,03 BRONX,2026770070,BRONX,1011709,238664,ONLINE,Unspecified,BRONX,40.821710476862634,-73.90078928961124,"{'latitude': '40.821710476862634', 'longitude': '-73.90078928961124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908120,2023-09-23T20:23:12.000,2023-10-04T18:55:55.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10459,919 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,03 BRONX,2026770070,BRONX,1011709,238664,ONLINE,Unspecified,BRONX,40.821710476862634,-73.90078928961124,"{'latitude': '40.821710476862634', 'longitude': '-73.90078928961124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906433,2023-09-23T20:23:11.000,2023-09-23T20:25:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,111 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,WILLIAM STREET,DUTCH STREET,ADDRESS,NEW YORK,FULTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:25:41.000,01 MANHATTAN,1000917502,MANHATTAN,982367,197857,MOBILE,Unspecified,MANHATTAN,40.70974831269426,-74.00679194227898,"{'latitude': '40.70974831269426', 'longitude': '-74.00679194227898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905615,2023-09-23T20:23:00.000,2023-09-23T21:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10464,231 DITMARS STREET,DITMARS STREET,KING AVE,CITY ISLAND SHORELINE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-23T21:05:00.000,10 BRONX,2056450290,BRONX,1043836,249168,ONLINE,Unspecified,BRONX,40.85038253705567,-73.78461989524739,"{'latitude': '40.85038253705567', 'longitude': '-73.78461989524739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907299,2023-09-23T20:22:58.000,2023-09-23T21:09:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10312,10 GREENVALLEY ROAD,GREENVALLEY ROAD,MANCHESTER DRIVE,VICTORIA ROAD,MANCHESTER DRIVE,VICTORIA ROAD,ADDRESS,STATEN ISLAND,GREEN VALLEY ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:10:01.000,03 STATEN ISLAND,5060230004,STATEN ISLAND,930430,139330,PHONE,Unspecified,STATEN ISLAND,40.54894099697289,-74.19366060337602,"{'latitude': '40.54894099697289', 'longitude': '-74.19366060337602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907560,2023-09-23T20:22:53.000,2023-09-25T10:56:11.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10470,4385 VIREO AVENUE,VIREO AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,12 BRONX,2033930044,BRONX,1022197,267682,MOBILE,Unspecified,BRONX,40.901317206845796,-73.86273139185647,"{'latitude': '40.901317206845796', 'longitude': '-73.86273139185647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
