unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction
58845604,2023-09-18T10:21:43.000,2023-09-18T10:33:34.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10002,179 LUDLOW STREET,LUDLOW STREET,STANTON STREET,EAST    1 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:33:41.000,03 MANHATTAN,1004127502,MANHATTAN,987740,202311,ONLINE,Unspecified,MANHATTAN,40.72197298849594,-73.98740933267742,"{'latitude': '40.72197298849594', 'longitude': '-73.98740933267742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,STANTON STREET,EAST    1 STREET,LUDLOW STREET,,,,,
58845429,2023-09-18T10:21:37.000,2023-09-18T10:35:02.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11226,232 EAST   18 STREET,EAST   18 STREET,ALBEMARLE ROAD,BEVERLEY ROAD,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T10:35:11.000,14 BROOKLYN,3051217501,BROOKLYN,994695,174494,ONLINE,Unspecified,BROOKLYN,40.64561620264362,-73.96236131101685,"{'latitude': '40.64561620264362', 'longitude': '-73.96236131101685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ALBEMARLE ROAD,BEVERLEY ROAD,EAST   18 STREET,,,,,
58849821,2023-09-18T10:21:31.000,2023-09-18T18:30:59.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11426,89-02 237 STREET,237 STREET,89 AVENUE,BRADDOCK AVENUE,ADDRESS,BELLEROSE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T18:31:03.000,13 QUEENS,4079840024,QUEENS,1058970,204804,ONLINE,Unspecified,QUEENS,40.72850076587555,-73.73041022918879,"{'latitude': '40.72850076587555', 'longitude': '-73.73041022918879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,89 AVENUE,BRADDOCK AVENUE,237 STREET,,,,,
58848253,2023-09-18T10:21:23.000,2023-09-26T08:22:00.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11368,37-27 107 STREET,107 STREET,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 QUEENS,4017737501,QUEENS,1022690,213718,PHONE,Unspecified,QUEENS,40.753199512532845,-73.86125721234002,"{'latitude': '40.753199512532845', 'longitude': '-73.86125721234002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58852308,2023-09-18T10:21:19.000,2023-09-18T11:03:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T11:03:27.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,
58849262,2023-09-18T10:21:13.000,2023-09-18T10:23:51.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,11101,10-51 JACKSON AVENUE,JACKSON AVENUE,50 AVENUE,11 STREET,ADDRESS,LONG ISLAND CITY,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:24:01.000,02 QUEENS,4000420028,QUEENS,997358,209800,ONLINE,Unspecified,QUEENS,40.74251942922427,-73.95269645533158,"{'latitude': '40.74251942922427', 'longitude': '-73.95269645533158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,50 AVENUE,11 STREET,JACKSON AVENUE,,,,,
58854908,2023-09-18T10:21:04.000,2023-10-30T15:12:08.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11213,1041 STERLING PLACE,STERLING PLACE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-10-30T15:12:14.000,08 BROOKLYN,3012430073,BROOKLYN,999807,184180,ONLINE,Unspecified,BROOKLYN,40.672194632654154,-73.9439178126025,"{'latitude': '40.672194632654154', 'longitude': '-73.9439178126025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BROOKLYN AVENUE,KINGSTON AVENUE,STERLING PLACE,,,,,
58845287,2023-09-18T10:21:04.000,2023-09-18T10:35:41.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,10009,1 AVENUE,1 AVENUE,1 AVENUE,EAST   10 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-18T10:35:46.000,03 MANHATTAN,,MANHATTAN,988565,204787,UNKNOWN,Unspecified,MANHATTAN,40.72876864308615,-73.98443144128736,"{'latitude': '40.72876864308615', 'longitude': '-73.98443144128736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Taxi,1 AVENUE,EAST   10 STREET,,,,"1 AVENUE AND EAST   10 STREET, MANHATTAN, NY, 10009",,
58849803,2023-09-18T10:20:50.000,2023-10-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,10452,1070 OGDEN AVENUE,OGDEN AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-17T00:00:00.000,04 BRONX,2025140005,BRONX,1004091,243431,UNKNOWN,Unspecified,BRONX,40.83481492189523,-73.92829938385677,"{'latitude': '40.83481492189523', 'longitude': '-73.92829938385677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58847965,2023-09-18T10:20:49.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11415,121-07 85 AVENUE,85 AVENUE,,,ADDRESS,KEW GARDENS,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-25T00:00:00.000,09 QUEENS,4092370021,QUEENS,1031397,195572,UNKNOWN,Unspecified,QUEENS,40.703351125718235,-73.82995795287901,"{'latitude': '40.703351125718235', 'longitude': '-73.82995795287901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58847885,2023-09-18T10:20:42.000,2023-09-18T10:59:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T11:00:02.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HICKS STREET,HENRY STREET,UNION STREET,,,,,
58848626,2023-09-18T10:20:35.000,2023-09-18T10:20:35.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10451,465 EAST  159 STREET,EAST  159 STREET,ELTON AVENUE,3 AVENUE,ADDRESS,BRONX,,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-18T10:20:35.000,03 BRONX,2023810063,BRONX,1008495,238878,PHONE,Unspecified,BRONX,40.82230725238832,-73.91240084738703,"{'latitude': '40.82230725238832', 'longitude': '-73.91240084738703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Vacant Lot,ELTON AVENUE,3 AVENUE,EAST  159 STREET,,,,,
58852547,2023-09-18T10:20:27.000,2023-09-26T15:19:02.000,DOT,Department of Transportation,Street Condition,Cave-in,11419,103 AVENUE,103 AVENUE,103 AVENUE,108 STREET,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-26T15:19:09.000,09 QUEENS,,QUEENS,1030217,189004,UNKNOWN,Unspecified,QUEENS,40.685329728289304,-73.83425859293881,"{'latitude': '40.685329728289304', 'longitude': '-73.83425859293881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,103 AVENUE,108 STREET,,,,,,
58845295,2023-09-18T10:20:20.000,2023-09-18T10:33:41.000,NYPD,New York City Police Department,Traffic,Chronic Speeding,11210,AVENUE N,AVENUE N,AVENUE N,EAST   28 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T10:33:51.000,14 BROOKLYN,,BROOKLYN,998966,164071,PHONE,Unspecified,BROOKLYN,40.61700121014087,-73.9469934397963,"{'latitude': '40.61700121014087', 'longitude': '-73.9469934397963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE N,EAST   28 STREET,,,,,,
58848705,2023-09-18T10:20:01.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,10002,161 CHRYSTIE STREET,CHRYSTIE STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:24.000,03 MANHATTAN,1004257501,MANHATTAN,986309,201818,ONLINE,Unspecified,MANHATTAN,40.72062027130008,-73.99257201782758,"{'latitude': '40.72062027130008', 'longitude': '-73.99257201782758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Restaurant/Bar/Deli/Bakery,DELANCEY STREET,RIVINGTON STREET,CHRYSTIE STREET,,,,,
58850322,2023-09-18T10:20:00.000,2023-09-21T10:31:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),10023,305 COLUMBUS AVENUE,COLUMBUS AVENUE,W 74 ST,W 75 ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T10:31:00.000,07 MANHATTAN,1011270003,MANHATTAN,990433,223063,ONLINE,Unspecified,MANHATTAN,40.77893051214288,-73.97767487524376,"{'latitude': '40.77893051214288', 'longitude': '-73.97767487524376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58854116,2023-09-18T10:20:00.000,2023-09-19T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),10314,466 FANNING STREET,FANNING STREET,PORTAGE AVE,MANOR RD,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-19T09:30:00.000,02 STATEN ISLAND,5008000006,STATEN ISLAND,950267,158051,PHONE,Unspecified,STATEN ISLAND,40.60042461073612,-74.12237531898012,"{'latitude': '40.60042461073612', 'longitude': '-74.12237531898012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58851562,2023-09-18T10:20:00.000,2023-09-19T06:46:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-19T06:46:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58852856,2023-09-18T10:20:00.000,2023-09-20T18:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),10466,876 EAST  225 STREET,EAST  225 STREET,BARNES AVE,BRONXWOOD AVE,ADDRESS,BRONX,N/A,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T18:00:00.000,12 BRONX,2048490079,BRONX,1024176,262195,ONLINE,Unspecified,BRONX,40.88624842118088,-73.85560533343916,"{'latitude': '40.88624842118088', 'longitude': '-73.85560533343916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58845232,2023-09-18T10:20:00.000,2023-09-19T06:46:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-19T06:46:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58849376,2023-09-18T10:20:00.000,2023-09-25T14:09:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,11363,207 BAYSHORE BLVD WEST,BAYSHORE BLVD WEST,ARLEIGH RD,MANOR RD,ADDRESS,LITTLE NECK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T14:09:00.000,11 QUEENS,4080380001,QUEENS,1052342,221908,UNKNOWN,Unspecified,QUEENS,40.77550023570541,-73.75415072503729,"{'latitude': '40.77550023570541', 'longitude': '-73.75415072503729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58851573,2023-09-18T10:20:00.000,2023-09-22T05:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10003,15 RUTHERFORD PLACE,RUTHERFORD PLACE,E 16 ST,E 15 ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-22T05:26:00.000,06 MANHATTAN,1008970016,MANHATTAN,988393,206566,ONLINE,Unspecified,MANHATTAN,40.73365164427153,-73.9850509234313,"{'latitude': '40.73365164427153', 'longitude': '-73.9850509234313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58853664,2023-09-18T10:20:00.000,2023-10-26T12:49:54.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,10035,16 EAST  118 STREET,EAST  118 STREET,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-26T12:49:57.000,11 MANHATTAN,1016230125,MANHATTAN,999523,231354,PHONE,Unspecified,MANHATTAN,40.80167604045707,-73.94483452041008,"{'latitude': '40.80167604045707', 'longitude': '-73.94483452041008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,5 AVENUE,MADISON AVENUE,EAST  118 STREET,,,,,
58853950,2023-09-18T10:19:51.000,2023-09-18T15:41:38.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Spilled Garbage,11204,1748 58 STREET,58 STREET,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation cleaned the location.,2023-09-18T11:41:53.000,12 BROOKLYN,3055040025,BROOKLYN,987796,166563,PHONE,Unspecified,BROOKLYN,40.62385274246672,-73.9872261112738,"{'latitude': '40.62385274246672', 'longitude': '-73.9872261112738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,17 AVENUE,18 AVENUE,58 STREET,,,,,
