unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date
58902720,2023-09-22T11:05:56.000,2023-09-23T13:23:22.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11208,158 LOGAN STREET,LOGAN STREET,RIDGEWOOD AVENUE,FORCE TUBE AVENUE,RIDGEWOOD AVENUE,FORCE TUBE AVENUE,ADDRESS,BROOKLYN,LOGAN STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-23T12:43:46.000,05 BROOKLYN,3041250033,BROOKLYN,1018062,188085,ONLINE,Unspecified,BROOKLYN,40.68286206444038,-73.87808994399683,"{'latitude': '40.68286206444038', 'longitude': '-73.87808994399683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893304,2023-09-22T11:05:51.000,2023-09-22T13:58:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11225,476 MALBONE STREET,MALBONE STREET,CLOVE ROAD,NEW YORK AVENUE,CLOVE ROAD,NEW YORK AVENUE,ADDRESS,BROOKLYN,MALBONE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T13:57:58.000,09 BROOKLYN,3013097501,BROOKLYN,998492,181352,MOBILE,Unspecified,BROOKLYN,40.66443461760824,-73.94866429363046,"{'latitude': '40.66443461760824', 'longitude': '-73.94866429363046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900909,2023-09-22T11:05:38.000,2023-09-22T11:30:05.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T11:30:08.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896608,2023-09-22T11:05:36.000,2023-10-02T16:59:43.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10470,4754 RICHARDSON AVENUE,RICHARDSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 BRONX,2051070010,BRONX,1025565,269003,PHONE,Unspecified,BRONX,40.904927791965534,-73.8505399352694,"{'latitude': '40.904927791965534', 'longitude': '-73.8505399352694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892455,2023-09-22T11:05:36.000,2023-10-02T16:59:43.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10470,4754 RICHARDSON AVENUE,RICHARDSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 BRONX,2051070010,BRONX,1025565,269003,PHONE,Unspecified,BRONX,40.904927791965534,-73.8505399352694,"{'latitude': '40.904927791965534', 'longitude': '-73.8505399352694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899494,2023-09-22T11:05:28.000,2023-09-22T11:31:50.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T11:31:41.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894329,2023-09-22T11:05:22.000,2023-09-23T11:04:29.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10011,169 WEST   18 STREET,WEST   18 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   18 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T11:04:32.000,04 MANHATTAN,1007940001,MANHATTAN,985132,209107,MOBILE,Unspecified,MANHATTAN,40.74062698714874,-73.99681716971853,"{'latitude': '40.74062698714874', 'longitude': '-73.99681716971853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902479,2023-09-22T11:05:17.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11221,664 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,PUTNAM AVENUE,CORNELIA STREET,PUTNAM AVENUE,CORNELIA STREET,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-22T12:07:21.000,04 BROOKLYN,3033770035,BROOKLYN,1008743,192495,ONLINE,Unspecified,BROOKLYN,40.69499718703465,-73.9116737840018,"{'latitude': '40.69499718703465', 'longitude': '-73.9116737840018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895295,2023-09-22T11:05:17.000,2023-09-22T11:27:43.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T11:27:45.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898639,2023-09-22T11:05:09.000,2023-09-22T11:52:32.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11362,249-45 61 AVENUE,61 AVENUE,MARATHON PARKWAY,251 STREET,MARATHON PARKWAY,251 STREET,ADDRESS,LITTLE NECK,61 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T11:52:36.000,11 QUEENS,4083530001,QUEENS,1059496,215285,MOBILE,Unspecified,QUEENS,40.757263898049075,-73.72839518265619,"{'latitude': '40.757263898049075', 'longitude': '-73.72839518265619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898073,2023-09-22T11:05:04.000,2023-09-22T11:21:09.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T11:21:15.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902350,2023-09-22T11:05:03.000,2023-09-29T10:00:00.000,DOHMH,Department of Health and Mental Hygiene,Asbestos,N/A,3+ Family Apartment Building,10002,605 WATER STREET,WATER STREET,MONTGOMERY STREET,GOUVERNEUR SLIP WEST,MONTGOMERY STREET,GOUVERNEUR SLIP WEST,ADDRESS,NEW YORK,WATER STREET,Closed,An attempt was made to investigate the condition you reported but the inspector could not gain access to the site.,2023-09-29T10:00:00.000,03 MANHATTAN,1002440019,MANHATTAN,988561,198404,PHONE,Unspecified,MANHATTAN,40.71124884794379,-73.98444996153621,"{'latitude': '40.71124884794379', 'longitude': '-73.98444996153621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898975,2023-09-22T11:05:02.000,2023-09-22T11:05:02.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10463,3130 IRWIN AVENUE,IRWIN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-22T00:00:00.000,08 BRONX,2057140164,BRONX,1009462,260521,UNKNOWN,Unspecified,BRONX,40.881708121071334,-73.9088256091705,"{'latitude': '40.881708121071334', 'longitude': '-73.9088256091705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58897264,2023-09-22T11:05:00.000,2023-09-25T12:15:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10034,235 SEAMAN AVENUE,SEAMAN AVENUE,W 214 ST,W 215 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-09-25T12:15:00.000,12 MANHATTAN,1022430358,MANHATTAN,1006730,256749,ONLINE,Unspecified,MANHATTAN,40.87136253230875,-73.91871801754282,"{'latitude': '40.87136253230875', 'longitude': '-73.91871801754282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58891811,2023-09-22T11:05:00.000,2023-09-25T09:00:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10039,304 WEST  151 STREET,WEST  151 STREET,FREDERICK DOUGLASS BLVD,BRADHURST AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T09:00:00.000,10 MANHATTAN,1020460018,MANHATTAN,1001040,240469,ONLINE,Unspecified,MANHATTAN,40.82669141090469,-73.93933237567178,"{'latitude': '40.82669141090469', 'longitude': '-73.93933237567178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893162,2023-09-22T11:05:00.000,2023-09-28T14:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10465,3308 COUNTRY CLUB ROAD,COUNTRY CLUB ROAD,REED PL,CAMPBELL DR,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-28T14:20:00.000,10 BRONX,2054090626,BRONX,1034495,245759,PHONE,Unspecified,BRONX,40.84108395105378,-73.81840939830404,"{'latitude': '40.84108395105378', 'longitude': '-73.81840939830404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902435,2023-09-22T11:04:48.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10036,305 WEST   48 STREET,WEST   48 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   48 STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:49:59.000,04 MANHATTAN,1010390027,MANHATTAN,987761,216594,ONLINE,Unspecified,MANHATTAN,40.76117625709336,-73.98732611696842,"{'latitude': '40.76117625709336', 'longitude': '-73.98732611696842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"305 WEST   48 STREET, MANHATTAN (NEW YORK), NY, 10036",,
58891937,2023-09-22T11:04:30.000,2023-09-22T11:18:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,46-16 76 STREET,76 STREET,46 AVENUE,47 AVENUE,46 AVENUE,47 AVENUE,ADDRESS,ELMHURST,76 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T11:18:57.000,04 QUEENS,4015290073,QUEENS,1015220,208926,MOBILE,Unspecified,QUEENS,40.74007600524696,-73.88824096895387,"{'latitude': '40.74007600524696', 'longitude': '-73.88824096895387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898433,2023-09-22T11:04:12.000,2023-09-23T14:16:43.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11416,101-09 97 AVENUE,97 AVENUE,101 STREET,102 STREET,101 STREET,102 STREET,ADDRESS,OZONE PARK,97 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T11:04:46.000,09 QUEENS,4093790023,QUEENS,1027994,189701,PHONE,Unspecified,QUEENS,40.68725409626064,-73.84226943373943,"{'latitude': '40.68725409626064', 'longitude': '-73.84226943373943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901100,2023-09-22T11:04:08.000,2023-10-02T11:02:22.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11233,281 RALPH AVENUE,RALPH AVENUE,MARION STREET,SUMPTER STREET,MARION STREET,SUMPTER STREET,ADDRESS,BROOKLYN,RALPH AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-02T11:02:25.000,03 BROOKLYN,3015180001,BROOKLYN,1005848,186954,PHONE,Unspecified,BROOKLYN,40.67979595736548,-73.92213143769206,"{'latitude': '40.67979595736548', 'longitude': '-73.92213143769206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895398,2023-09-22T11:03:45.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11361,209-27 33 ROAD,33 ROAD,CORPORAL KENNEDY STREET,210 STREET,CORPORAL KENNEDY STREET,210 STREET,ADDRESS,BAYSIDE,33 ROAD,In Progress,,,11 QUEENS,4061000037,QUEENS,1045435,219897,PHONE,Unspecified,QUEENS,40.77003109255641,-73.77910696166803,"{'latitude': '40.77003109255641', 'longitude': '-73.77910696166803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894562,2023-09-22T11:03:44.000,2023-09-22T16:23:24.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11236,CANARSIE ROAD,CANARSIE ROAD,CANARSIE ROAD,SEAVIEW COURT,CANARSIE ROAD,SEAVIEW COURT,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-22T16:23:30.000,18 BROOKLYN,,BROOKLYN,1014995,169166,PHONE,Unspecified,BROOKLYN,40.63094478552942,-73.8892343352698,"{'latitude': '40.63094478552942', 'longitude': '-73.8892343352698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901301,2023-09-22T11:03:42.000,2023-09-23T13:02:18.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11417,132-05 82 STREET,82 STREET,SUTTER AVENUE,133 AVENUE,SUTTER AVENUE,133 AVENUE,ADDRESS,OZONE PARK,82 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T09:55:09.000,10 QUEENS,4113450004,QUEENS,1024631,185228,ONLINE,Unspecified,QUEENS,40.67499272653492,-73.85442240082375,"{'latitude': '40.67499272653492', 'longitude': '-73.85442240082375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895690,2023-09-22T11:03:38.000,2023-09-29T03:06:44.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10460,1007 EAST TREMONT AVENUE,EAST TREMONT AVENUE,BRYANT AVENUE,BOSTON ROAD,BRYANT AVENUE,BOSTON ROAD,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-22T13:32:28.000,06 BRONX,,BRONX,1017110,245532,ONLINE,Unspecified,BRONX,40.84054270748739,-73.88124159262203,"{'latitude': '40.84054270748739', 'longitude': '-73.88124159262203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893427,2023-09-22T11:03:35.000,2023-09-22T13:25:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11423,93-15 202 STREET,202 STREET,93 AVENUE,JAMAICA AVENUE,93 AVENUE,JAMAICA AVENUE,ADDRESS,HOLLIS,202 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T13:25:48.000,12 QUEENS,4104760030,QUEENS,1051314,199790,PHONE,Unspecified,QUEENS,40.71479995833497,-73.75808289020537,"{'latitude': '40.71479995833497', 'longitude': '-73.75808289020537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897869,2023-09-22T11:03:33.000,2023-09-22T12:41:23.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,11226,2506 ALBERMARLE ROAD,ALBERMARLE ROAD,LOTT STREET,VERONICA PLACE,LOTT STREET,VERONICA PLACE,ADDRESS,BROOKLYN,ALBEMARLE ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T12:41:27.000,17 BROOKLYN,3051280001,BROOKLYN,997057,175343,PHONE,Unspecified,BROOKLYN,40.64794342318259,-73.95384820383636,"{'latitude': '40.64794342318259', 'longitude': '-73.95384820383636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902415,2023-09-22T11:03:30.000,2023-09-22T11:03:30.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10021,123 EAST   71 STREET,EAST   71 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   71 STREET,Closed,"An investigation was performed on this property and the property owner was provided with information and guidance on eliminating rodents or rodent conditions on their property. If the condition persists, please submit another complaint to 311.",2023-09-22T11:03:30.000,08 MANHATTAN,1014060011,MANHATTAN,994374,219835,ONLINE,Unspecified,MANHATTAN,40.77006686393616,-73.96344986490047,"{'latitude': '40.77006686393616', 'longitude': '-73.96344986490047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
