unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,taxi_pick_up_location
58921126,2023-09-25T09:45:00.000,2023-09-25T10:08:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472,1440 BRONX RIVER AVENUE,BRONX RIVER AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T10:08:44.000,09 BRONX,2038860002,BRONX,1018017,243713,PHONE,Unspecified,BRONX,40.83554666365087,-73.87797279135413,"{'latitude': '40.83554666365087', 'longitude': '-73.87797279135413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  174 STREET,CROSS BRONX EXPRESSWAY,EAST  174 STREET,CROSS BRONX EXPRESSWAY,BRONX RIVER AVENUE,,,,,,
58919073,2023-09-25T09:45:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11229,2338 BURNETT STREET,BURNETT STREET,INTERSECTION,BROOKLYN,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-03T08:27:00.000,15 BROOKLYN,,BROOKLYN,1003711,157675,UNKNOWN,Unspecified,BROOKLYN,40.599436354472076,-73.92992053931327,"{'latitude': '40.599436354472076', 'longitude': '-73.92992053931327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVE V,WHITNEY AVE,BURNETT STREET,WHITNEY AVENUE,,,,,,,
58925073,2023-09-25T09:44:42.000,2023-10-08T08:27:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11216,477 GATES AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,03 BROOKLYN,3018080051,BROOKLYN,998699,189404,PHONE,Unspecified,BROOKLYN,40.686535204142935,-73.94790089419676,"{'latitude': '40.686535204142935', 'longitude': '-73.94790089419676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58921747,2023-09-25T09:44:41.000,2023-10-05T10:19:49.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10009,215 EAST    3 STREET,EAST    3 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,03 MANHATTAN,1003860063,MANHATTAN,989083,202508,PHONE,Unspecified,MANHATTAN,40.72251307409255,-73.98256412937212,"{'latitude': '40.72251307409255', 'longitude': '-73.98256412937212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922684,2023-09-25T09:44:41.000,2023-10-05T10:19:49.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10009,215 EAST    3 STREET,EAST    3 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,03 MANHATTAN,1003860063,MANHATTAN,989083,202508,PHONE,Unspecified,MANHATTAN,40.72251307409255,-73.98256412937212,"{'latitude': '40.72251307409255', 'longitude': '-73.98256412937212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922806,2023-09-25T09:44:41.000,2023-10-05T10:19:49.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10009,215 EAST    3 STREET,EAST    3 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,03 MANHATTAN,1003860063,MANHATTAN,989083,202508,PHONE,Unspecified,MANHATTAN,40.72251307409255,-73.98256412937212,"{'latitude': '40.72251307409255', 'longitude': '-73.98256412937212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58921100,2023-09-25T09:44:38.000,2023-10-04T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10002,124 FORSYTH STREET,FORSYTH STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-10-05T06:46:32.000,03 MANHATTAN,1004190048,MANHATTAN,986369,201352,UNKNOWN,Unspecified,MANHATTAN,40.71934119938385,-73.99235571046434,"{'latitude': '40.71934119938385', 'longitude': '-73.99235571046434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,2023-10-25T09:44:38.000,
58925271,2023-09-25T09:44:35.000,2023-09-26T13:26:44.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10465,542 LOGAN AVENUE,LOGAN AVENUE,ADDRESS,BRONX,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T13:26:49.000,10 BRONX,2054410022,BRONX,1034634,239505,ONLINE,Unspecified,BRONX,40.823917765181584,-73.81795401246413,"{'latitude': '40.823917765181584', 'longitude': '-73.81795401246413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEWEY AVENUE,SCHLEY AVENUE,DEWEY AVENUE,SCHLEY AVENUE,LOGAN AVENUE,,,,,,
58917782,2023-09-25T09:44:22.000,2023-10-04T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10002,122 FORSYTHE STREET,FORSYTHE STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-10-05T06:46:32.000,03 MANHATTAN,1004190047,MANHATTAN,986362,201332,UNKNOWN,Unspecified,MANHATTAN,40.71928630587051,-73.99238096922987,"{'latitude': '40.71928630587051', 'longitude': '-73.99238096922987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,2023-10-25T09:44:22.000,
58923006,2023-09-25T09:44:11.000,2023-10-20T13:04:26.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10028,222 EAST   82 STREET,EAST   82 STREET,ADDRESS,NEW YORK,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-20T13:04:32.000,08 MANHATTAN,1015270035,MANHATTAN,996662,221976,MOBILE,Unspecified,MANHATTAN,40.775940431657155,-73.95518566792737,"{'latitude': '40.775940431657155', 'longitude': '-73.95518566792737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST   82 STREET,,,,,,
58921818,2023-09-25T09:44:03.000,2023-09-25T10:34:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11357,21-01 157 STREET,157 STREET,ADDRESS,WHITESTONE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T10:35:00.000,07 QUEENS,4047530092,QUEENS,1037943,223198,MOBILE,Unspecified,QUEENS,40.77914012980413,-73.80612847118397,"{'latitude': '40.77914012980413', 'longitude': '-73.80612847118397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",21 AVENUE,WILLETS POINT BOULEVARD,21 AVENUE,WILLETS POINT BOULEVARD,157 STREET,,,,,,
58922256,2023-09-25T09:44:00.000,2023-09-25T10:40:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11236,8613 DITMAS AVENUE,DITMAS AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-25T10:40:00.000,17 BROOKLYN,3079110001,BROOKLYN,1007210,174819,ONLINE,Unspecified,BROOKLYN,40.64648465468579,-73.91726226431632,"{'latitude': '40.64648465468579', 'longitude': '-73.91726226431632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 86 ST,E 87 ST,,,,,,,,,
58923367,2023-09-25T09:44:00.000,2023-09-25T09:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10464,231 DITMARS STREET,DITMARS STREET,ADDRESS,BRONX,Closed,"The status of this Department of Environmental Protection (DEP) Service Request is not available online. Please call 311 and ask for further assistance with the status. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T09:50:00.000,10 BRONX,2056450290,BRONX,1043787,249151,ONLINE,Unspecified,BRONX,40.85033620777213,-73.78479716134781,"{'latitude': '40.85033620777213', 'longitude': '-73.78479716134781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KING AVE,CITY ISLAND SHORELINE,,,,,,,,,
58916630,2023-09-25T09:43:49.000,2023-09-25T10:38:17.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11233,197 ROCKAWAY AVENUE,ROCKAWAY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T10:38:21.000,16 BROOKLYN,3014350087,BROOKLYN,1008946,185508,MOBILE,Unspecified,BROOKLYN,40.67581891526048,-73.91096733882685,"{'latitude': '40.67581891526048', 'longitude': '-73.91096733882685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ATLANTIC AVENUE,PACIFIC STREET,ATLANTIC AVENUE,PACIFIC STREET,ROCKAWAY AVENUE,,,,,,
58924636,2023-09-25T09:43:41.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,10002,120 FORSYTHE STREET,FORSYTHE STREET,ADDRESS,NEW YORK,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,03 MANHATTAN,1004190046,MANHATTAN,986354,201313,UNKNOWN,Unspecified,MANHATTAN,40.71923415734852,-73.99240983513386,"{'latitude': '40.71923415734852', 'longitude': '-73.99240983513386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,2023-11-14T07:49:19.000,
58923544,2023-09-25T09:43:30.000,2023-10-02T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,10002,118 FORSYTHE STREET,FORSYTHE STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-10-03T09:56:47.000,03 MANHATTAN,1004190045,MANHATTAN,986346,201294,UNKNOWN,Unspecified,MANHATTAN,40.71918200881895,-73.99243870099268,"{'latitude': '40.71918200881895', 'longitude': '-73.99243870099268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,2023-10-25T09:43:30.000,
58921313,2023-09-25T09:43:10.000,2023-09-25T11:18:37.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T11:18:41.000,05 BROOKLYN,3045860945,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,,,,,,
58924076,2023-09-25T09:43:08.000,2023-09-25T10:28:47.000,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11101,42-60 CRESCENT STREET,CRESCENT STREET,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T10:28:50.000,02 QUEENS,4004297501,QUEENS,1000352,212228,PHONE,Unspecified,QUEENS,40.74917873456659,-73.94188603642,"{'latitude': '40.74917873456659', 'longitude': '-73.94188603642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ED KOCH BR UPPER RDWY ET THOMSON,43 AVENUE,ED KOCH BR UPPER RDWY ET THOMSON,43 AVENUE,CRESCENT STREET,,,,,,
58923646,2023-09-25T09:43:00.000,2023-10-20T09:39:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10462,,,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-20T09:39:00.000,11 BRONX,,BRONX,1022762,247649,UNKNOWN,Unspecified,BRONX,40.84633040505142,-73.86080273141376,"{'latitude': '40.84633040505142', 'longitude': '-73.86080273141376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,MULINER AVENUE,MORRIS PARK AVENUE,,,,,,,
58925048,2023-09-25T09:42:26.000,2023-11-06T21:05:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,2815 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-06T00:00:00.000,07 BRONX,2033150076,BRONX,1014169,256054,PHONE,Unspecified,BRONX,40.86943289077852,-73.89182360620734,"{'latitude': '40.86943289077852', 'longitude': '-73.89182360620734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58923212,2023-09-25T09:42:25.000,2023-09-27T14:24:04.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11218,910 CATON AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T14:24:07.000,14 BROOKLYN,3050700003,BROOKLYN,992231,175472,PHONE,Unspecified,BROOKLYN,40.64830316430604,-73.9712392081856,"{'latitude': '40.64830316430604', 'longitude': '-73.9712392081856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CONEY ISLAND AVENUE,EAST   10 STREET,CONEY ISLAND AVENUE,EAST   10 STREET,CATON AVENUE,,,,,,
58924694,2023-09-25T09:42:18.000,2023-09-25T10:28:04.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10458,2849 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T10:28:09.000,07 BRONX,2032960062,BRONX,1015268,255819,ONLINE,Unspecified,BRONX,40.868784094537155,-73.88785110770694,"{'latitude': '40.868784094537155', 'longitude': '-73.88785110770694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,BAINBRIDGE AVENUE,,,,,,
58922799,2023-09-25T09:42:16.000,2023-10-05T07:39:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10458,2966 BRIGGS AVENUE,BRIGGS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,07 BRONX,2032980016,BRONX,1015901,256713,ONLINE,Unspecified,BRONX,40.871235602201345,-73.88555820825009,"{'latitude': '40.871235602201345', 'longitude': '-73.88555820825009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58921683,2023-09-25T09:42:09.000,2023-09-28T08:26:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10304,225 PARK HILL AVENUE,PARK HILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,01 STATEN ISLAND,5029220150,STATEN ISLAND,961334,162928,PHONE,Unspecified,STATEN ISLAND,40.613846498921006,-74.0825388036525,"{'latitude': '40.613846498921006', 'longitude': '-74.0825388036525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58923550,2023-09-25T09:42:01.000,2023-09-25T11:46:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,97-35 94 STREET,94 STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T11:46:54.000,09 QUEENS,4090680051,QUEENS,1026553,189045,PHONE,Unspecified,QUEENS,40.68546053376693,-73.84746944860001,"{'latitude': '40.68546053376693', 'longitude': '-73.84746944860001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,94 STREET,,,,,,
