unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58951938,2023-09-28T11:07:51.000,2023-10-07T13:15:38.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11203,680 EAST   42 STREET,EAST   42 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   42 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-07T10:11:37.000,17 BROOKLYN,BROOKLYN,1001812,171926,PHONE,Unspecified,BROOKLYN,40.63855634253505,-73.93672180378475,"{'latitude': '40.63855634253505', 'longitude': '-73.93672180378475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952032,2023-09-28T11:07:41.000,,DSNY,Department of Sanitation,Lot Condition,Trash,Lot,10466,EAST  230 STREET,EAST  230 STREET,EAST  230 STREET,PAULDING AVENUE,EAST  230 STREET,PAULDING AVENUE,INTERSECTION,,,In Progress,,,12 BRONX,BRONX,1025758,263050,PHONE,Unspecified,BRONX,40.88858782471872,-73.84987865155276,"{'latitude': '40.88858782471872', 'longitude': '-73.84987865155276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950017,2023-09-28T11:07:30.000,2023-09-29T00:58:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11106,34-34 24 STREET,24 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,ASTORIA,24 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T00:58:46.000,01 QUEENS,QUEENS,1003088,216625,ONLINE,Unspecified,QUEENS,40.76124197206526,-73.93199918335154,"{'latitude': '40.76124197206526', 'longitude': '-73.93199918335154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4005590002,,,,,,,,,
58947813,2023-09-28T11:07:24.000,2023-10-15T10:44:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11225,2101 WESTBURY COURT,WESTBURY COURT,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-15T00:00:00.000,09 BROOKLYN,BROOKLYN,995153,178528,PHONE,Unspecified,BROOKLYN,40.65668810226277,-73.96070438144623,"{'latitude': '40.65668810226277', 'longitude': '-73.96070438144623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050260235,,,,,,,,,
58951806,2023-09-28T11:07:22.000,2023-09-29T08:59:45.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10065,249 EAST   62 STREET,EAST   62 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   62 STREET,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-28T12:53:51.000,08 MANHATTAN,MANHATTAN,994194,217250,ONLINE,Unspecified,MANHATTAN,40.76297191320789,-73.96410353354815,"{'latitude': '40.76297191320789', 'longitude': '-73.96410353354815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014170022,,,,,,,,,
58953473,2023-09-28T11:07:12.000,2023-09-28T11:55:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,7310 COLONIAL ROAD,COLONIAL ROAD,73 STREET,74 STREET,73 STREET,74 STREET,ADDRESS,BROOKLYN,COLONIAL ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T11:55:39.000,10 BROOKLYN,BROOKLYN,975174,170216,MOBILE,Unspecified,BROOKLYN,40.63387551759064,-74.03269972607134,"{'latitude': '40.63387551759064', 'longitude': '-74.03269972607134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3059150043,,,,,,,,,
58950160,2023-09-28T11:07:06.000,2023-09-29T20:48:57.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10456,1212 GRANT AVENUE,GRANT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,04 BRONX,BRONX,1007804,243034,PHONE,Unspecified,BRONX,40.83371614971809,-73.91488289405471,"{'latitude': '40.83371614971809', 'longitude': '-73.91488289405471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024500001,,,,,,,,,
58954428,2023-09-28T11:07:02.000,2023-10-12T09:58:02.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10469,1060 EAST GUN HILL ROAD,EAST GUN HILL ROAD,HONE AVENUE,LURTING AVENUE,HONE AVENUE,LURTING AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Department of Sanitation collected the requested items.,2023-09-29T06:58:30.000,12 BRONX,BRONX,1023812,257858,ONLINE,Unspecified,BRONX,40.87434635901313,-73.85694737267681,"{'latitude': '40.87434635901313', 'longitude': '-73.85694737267681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951750,2023-09-28T11:07:02.000,2023-10-12T15:43:55.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,10308,459 BARLOW AVENUE,BARLOW AVENUE,FENWAY CIRCLE,FENWAY CIRCLE,FENWAY CIRCLE,FENWAY CIRCLE,ADDRESS,STATEN ISLAND,BARLOW AVENUE,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-12T15:44:04.000,03 STATEN ISLAND,STATEN ISLAND,938890,142520,ONLINE,Unspecified,STATEN ISLAND,40.55774422496331,-74.16324043781647,"{'latitude': '40.55774422496331', 'longitude': '-74.16324043781647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5054940320,,,,,,,,,
58946130,2023-09-28T11:06:53.000,2023-09-28T11:38:20.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10001,110 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T11:38:23.000,04 MANHATTAN,MANHATTAN,986327,210498,MOBILE,Unspecified,MANHATTAN,40.74444473530057,-73.99250440212924,"{'latitude': '40.74444473530057', 'longitude': '-73.99250440212924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950166,2023-09-28T11:06:45.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11216,615 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,08 BROOKLYN,BROOKLYN,998142,185551,PHONE,Unspecified,BROOKLYN,40.675960488107194,-73.94991722509711,"{'latitude': '40.675960488107194', 'longitude': '-73.94991722509711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012200011,,,,,,,,,
58953981,2023-09-28T11:06:44.000,2023-10-01T11:19:08.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11368,96-10 57 AVENUE,57 AVENUE,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 QUEENS,QUEENS,1021769,207808,PHONE,Unspecified,QUEENS,40.73698201773687,-73.86461437160887,"{'latitude': '40.73698201773687', 'longitude': '-73.86461437160887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4019180052,,,,,,,,,
58952688,2023-09-28T11:06:44.000,2023-10-01T11:19:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11368,96-10 57 AVENUE,57 AVENUE,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 QUEENS,QUEENS,1021769,207808,PHONE,Unspecified,QUEENS,40.73698201773687,-73.86461437160887,"{'latitude': '40.73698201773687', 'longitude': '-73.86461437160887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4019180052,,,,,,,,,
58951496,2023-09-28T11:06:42.000,2023-10-30T20:43:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10027,2 WEST  129 STREET,WEST  129 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-30T00:00:00.000,10 MANHATTAN,MANHATTAN,1000718,234021,ONLINE,Unspecified,MANHATTAN,40.80899407290369,-73.94051168640271,"{'latitude': '40.80899407290369', 'longitude': '-73.94051168640271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017260039,,,,,,,,,
58947382,2023-09-28T11:06:25.000,2023-09-28T11:17:26.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10001,111 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T11:17:28.000,04 MANHATTAN,MANHATTAN,986330,210503,ONLINE,Unspecified,MANHATTAN,40.744458458344674,-73.99249357400932,"{'latitude': '40.744458458344674', 'longitude': '-73.99249357400932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008010030,,,,,,,,,
58953088,2023-09-28T11:06:22.000,2023-09-29T08:08:19.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10458,447 CYRUS PLACE,CYRUS PLACE,PARK AVENUE,3 AVENUE,PARK AVENUE,3 AVENUE,ADDRESS,BRONX,CYRUS PLACE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-29T08:08:24.000,06 BRONX,BRONX,1014154,252147,MOBILE,Unspecified,BRONX,40.85870941733691,-73.89189527421584,"{'latitude': '40.85870941733691', 'longitude': '-73.89189527421584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947281,2023-09-28T11:06:08.000,2023-09-28T11:28:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11224,3116 CROPSEY AVENUE,CROPSEY AVENUE,HART PLACE,NEPTUNE AVENUE,HART PLACE,NEPTUNE AVENUE,ADDRESS,BROOKLYN,CROPSEY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T11:28:53.000,13 BROOKLYN,BROOKLYN,988294,150405,ONLINE,Unspecified,BROOKLYN,40.57950210216015,-73.98544182084909,"{'latitude': '40.57950210216015', 'longitude': '-73.98544182084909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952299,2023-09-28T11:06:03.000,2023-10-24T00:00:00.000,DOB,Department of Buildings,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,,11416,97-42 77 STREET,77 STREET,,,,,ADDRESS,OZONE PARK,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-24T00:00:00.000,09 QUEENS,QUEENS,1022841,187332,UNKNOWN,Unspecified,QUEENS,40.68077570772807,-73.86086347324164,"{'latitude': '40.68077570772807', 'longitude': '-73.86086347324164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4090480028,,,,,,,,,
58954784,2023-09-28T11:06:02.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,10312,132 LAREDO AVENUE,LAREDO AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-03T00:00:00.000,03 STATEN ISLAND,STATEN ISLAND,936298,139415,UNKNOWN,Unspecified,STATEN ISLAND,40.54920797262144,-74.17254642878224,"{'latitude': '40.54920797262144', 'longitude': '-74.17254642878224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5056320052,,,,,,,,,
58954730,2023-09-28T11:06:00.000,2023-09-28T13:31:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10454,601 OAK TERRACE,OAK TERRACE,DEAD END,BEEKMAN AVENUE,DEAD END,BEEKMAN AVENUE,ADDRESS,BRONX,OAK TERRACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T13:31:52.000,01 BRONX,BRONX,1007948,233995,MOBILE,Unspecified,BRONX,40.8089062752893,-73.91439444303924,"{'latitude': '40.8089062752893', 'longitude': '-73.91439444303924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2025550028,,,,,,,,,
58949809,2023-09-28T11:05:52.000,2023-09-28T11:44:39.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T11:44:44.000,09 MANHATTAN,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018960065,,,,,,,,,
58952551,2023-09-28T11:05:47.000,2023-09-28T12:23:50.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11222,MSGR MCGOLRICK PARK,MSGR MCGOLRICK PARK,DRIGGS AVENUE,NASSAU AVENUE,DRIGGS AVENUE,NASSAU AVENUE,UNRECOGNIZED,BROOKLYN,MONSIGNOR MCGOLRICK PARK,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-28T12:23:49.000,01 BROOKLYN,BROOKLYN,999951,203215,ONLINE,Unspecified,BROOKLYN,40.724441004030766,-73.94335432615917,"{'latitude': '40.724441004030766', 'longitude': '-73.94335432615917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3026870001,,,,,,,,,
58950467,2023-09-28T11:05:38.000,2023-09-28T11:05:38.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10032,550 WEST  171 STREET,WEST  171 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  171 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-28T11:05:38.000,12 MANHATTAN,MANHATTAN,1001585,246207,MOBILE,Unspecified,MANHATTAN,40.84243950798371,-73.93734828861889,"{'latitude': '40.84243950798371', 'longitude': '-73.93734828861889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021270015,,,,,,,,,
58950542,2023-09-28T11:05:37.000,2023-09-28T11:20:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10011,32 WEST   18 STREET,WEST   18 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   18 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T11:20:13.000,05 MANHATTAN,MANHATTAN,986193,208514,PHONE,Unspecified,MANHATTAN,40.738999179968765,-73.99298856218356,"{'latitude': '40.738999179968765', 'longitude': '-73.99298856218356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008197503,,,,,,,,,
58954072,2023-09-28T11:05:30.000,2023-09-28T11:31:47.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11231,46 DELAVAN STREET,DELAVAN STREET,RICHARDS STREET,VAN BRUNT STREET,RICHARDS STREET,VAN BRUNT STREET,ADDRESS,BROOKLYN,DELAVAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T11:31:52.000,06 BROOKLYN,BROOKLYN,982058,186897,PHONE,Unspecified,BROOKLYN,40.67966558274461,-74.0079029323381,"{'latitude': '40.67966558274461', 'longitude': '-74.0079029323381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3005180028,,,,,,,,,
58950328,2023-09-28T11:05:21.000,2023-09-28T14:03:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11411,FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,226 STREET,227 STREET,226 STREET,227 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T14:03:48.000,Unspecified QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,
58954161,2023-09-28T11:05:08.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10128,1175 PARK AVENUE,PARK AVENUE,EAST   92 STREET,EAST   93 STREET,EAST   92 STREET,EAST   93 STREET,ADDRESS,NEW YORK,PARK AVENUE,In Progress,,,08 MANHATTAN,MANHATTAN,996968,225072,ONLINE,Unspecified,MANHATTAN,40.784437696332894,-73.95407497474896,"{'latitude': '40.784437696332894', 'longitude': '-73.95407497474896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1015210069,,,,,,,,,
58949657,2023-09-28T11:05:00.000,2023-09-28T13:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11385,365 ONDERDONK AVENUE,ONDERDONK AVENUE,DE KALB AVE,STOCKHOLM ST,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-28T13:05:00.000,05 QUEENS,QUEENS,1007963,197334,PHONE,Unspecified,QUEENS,40.70828122650034,-73.91446956557239,"{'latitude': '40.70828122650034', 'longitude': '-73.91446956557239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4034000001,,,,,,,,,
