unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date
58887927,2023-09-21T09:05:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11236,,,,,EAST 91 STREET,FLATLANDS AVENUE,INTERSECTION,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-21T10:55:00.000,18 BROOKLYN,,BROOKLYN,1010559,172725,ONLINE,Unspecified,BROOKLYN,40.6407277630046,-73.90520211711382,"{'latitude': '40.6407277630046', 'longitude': '-73.90520211711382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:55:00.000,,,,,,,
58886531,2023-09-21T09:05:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVE,78 RD,,,ADDRESS,FRESH MEADOWS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T15:38:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:38:00.000,,,,,N/A,,
58882483,2023-09-21T09:04:58.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11236,9517 AVENUE A,AVENUE A,EAST   95 STREET,EAST   96 STREET,EAST   95 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,AVENUE A,Closed,The Department of Sanitation collected the requested items.,2023-09-22T13:48:33.000,17 BROOKLYN,3047160005,BROOKLYN,1008025,177427,ONLINE,Unspecified,BROOKLYN,40.65364089459252,-73.9143161720281,"{'latitude': '40.65364089459252', 'longitude': '-73.9143161720281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T13:23:08.000,,,,,,,
58887935,2023-09-21T09:04:46.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11368,FLUSHING MEADOWS CORONA PARK,FLUSHING MEADOWS CORONA PARK,52 AVENUE,53 AVENUE,52 AVENUE,53 AVENUE,UNRECOGNIZED,CORONA,FLUSHING MEADOWS CORONA PARK,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-21T09:46:49.000,81 QUEENS,4020180001,QUEENS,1027989,209784,PHONE,Unspecified,QUEENS,40.742377064999275,-73.84215697754966,"{'latitude': '40.742377064999275', 'longitude': '-73.84215697754966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:46:50.000,,,,,,,
58884647,2023-09-21T09:04:36.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-21T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:00:01.000,,,,,,,
58889066,2023-09-21T09:03:59.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10009,119 AVENUE D,AVENUE D,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,The Department of Sanitation collected the requested items.,2023-09-22T07:47:13.000,03 MANHATTAN,1003780035,MANHATTAN,990933,203015,ONLINE,Unspecified,MANHATTAN,40.72390346215197,-73.97588943613682,"{'latitude': '40.72390346215197', 'longitude': '-73.97588943613682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-14T13:14:53.000,,,,,,,
58890988,2023-09-21T09:03:51.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11212,201 EAST   93 STREET,EAST   93 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,17 BROOKLYN,3046290068,BROOKLYN,1005179,179862,PHONE,Unspecified,BROOKLYN,40.66033161680299,-73.92456544120927,"{'latitude': '40.66033161680299', 'longitude': '-73.92456544120927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T16:20:17.000,,,,,,,
58881904,2023-09-21T09:03:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11212,201 EAST   93 STREET,EAST   93 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,17 BROOKLYN,3046290068,BROOKLYN,1005179,179862,PHONE,Unspecified,BROOKLYN,40.66033161680299,-73.92456544120927,"{'latitude': '40.66033161680299', 'longitude': '-73.92456544120927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T16:20:16.000,,,,,,,
58884586,2023-09-21T09:03:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11212,201 EAST   93 STREET,EAST   93 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,17 BROOKLYN,3046290068,BROOKLYN,1005179,179862,PHONE,Unspecified,BROOKLYN,40.66033161680299,-73.92456544120927,"{'latitude': '40.66033161680299', 'longitude': '-73.92456544120927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T16:20:17.000,,,,,,,
58881997,2023-09-21T09:03:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,201 EAST   93 STREET,EAST   93 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,17 BROOKLYN,3046290068,BROOKLYN,1005179,179862,PHONE,Unspecified,BROOKLYN,40.66033161680299,-73.92456544120927,"{'latitude': '40.66033161680299', 'longitude': '-73.92456544120927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T16:20:17.000,,,,,,,
58891108,2023-09-21T09:03:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11220,264 67 STREET,67 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,10 BROOKLYN,3058490032,BROOKLYN,977009,171785,ONLINE,Unspecified,BROOKLYN,40.638183778543564,-74.02609012797703,"{'latitude': '40.638183778543564', 'longitude': '-74.02609012797703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T02:02:42.000,,,,,,,
58888119,2023-09-21T09:03:42.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10014,9 ST LUKES PLACE,ST LUKES PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-27T00:00:00.000,02 MANHATTAN,1005830052,MANHATTAN,982542,205298,UNKNOWN,Unspecified,MANHATTAN,40.730172100763156,-74.0061626090851,"{'latitude': '40.730172100763156', 'longitude': '-74.0061626090851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-27T00:00:00.000,,,,,,,
58887548,2023-09-21T09:03:40.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11217,491 BERGEN STREET,BERGEN STREET,6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:12:55.000,08 BROOKLYN,3011360084,BROOKLYN,991546,187229,MOBILE,Unspecified,BROOKLYN,40.680574112004805,-73.97369499057118,"{'latitude': '40.680574112004805', 'longitude': '-73.97369499057118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:12:50.000,,,,,,,
58889047,2023-09-21T09:02:35.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11413,145-14 230 PLACE,230 PLACE,145 AVENUE,146 AVENUE,145 AVENUE,146 AVENUE,ADDRESS,SPRINGFIELD GARDENS,230 PLACE,Closed,The Department of Sanitation collected the requested items.,2023-09-22T11:50:01.000,13 QUEENS,4134870051,QUEENS,1053831,180075,ONLINE,Unspecified,QUEENS,40.66066759277251,-73.74920708141025,"{'latitude': '40.66066759277251', 'longitude': '-73.74920708141025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T07:17:31.000,,,,,,,
58888060,2023-09-21T09:02:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,6803 VISTA PLACE,VISTA PLACE,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,VISTA PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:37:45.000,10 BROOKLYN,3058650038,BROOKLYN,978884,170038,MOBILE,Unspecified,BROOKLYN,40.633389969763314,-74.01933290555218,"{'latitude': '40.633389969763314', 'longitude': '-74.01933290555218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:37:40.000,,,,,,,
58886683,2023-09-21T09:02:11.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11229,1755 EAST   13 STREET,EAST   13 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST   13 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T09:32:35.000,15 BROOKLYN,3067960067,BROOKLYN,995418,160327,MOBILE,Unspecified,BROOKLYN,40.60672988458371,-73.95977941200444,"{'latitude': '40.60672988458371', 'longitude': '-73.95977941200444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:32:28.000,,,,,,,
58887608,2023-09-21T09:02:10.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10001,800 6 AVENUE,6 AVENUE,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Police Department visited the location and no Encampment was found.,2023-09-21T09:50:10.000,05 MANHATTAN,1008290001,MANHATTAN,986886,210825,PHONE,Unspecified,MANHATTAN,40.74534211948347,-73.99048692241524,"{'latitude': '40.74534211948347', 'longitude': '-73.99048692241524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:50:04.000,,,,,,,
58882791,2023-09-21T09:02:09.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11364,76-04 CLOVERDALE BOULEVARD,CLOVERDALE BOULEVARD,76 AVENUE,76 ROAD,76 AVENUE,76 ROAD,ADDRESS,OAKLAND GARDENS,CLOVERDALE BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T15:55:29.000,11 QUEENS,4078340039,QUEENS,1055206,209206,MOBILE,Unspecified,QUEENS,40.740614114502534,-73.74394423652247,"{'latitude': '40.740614114502534', 'longitude': '-73.74394423652247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:55:26.000,,,,,,,
58883730,2023-09-21T09:02:07.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10011,511 WEST   20 STREET,WEST   20 STREET,HIGH LINE,11 AVENUE,HIGH LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   20 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-21T10:14:40.000,04 MANHATTAN,1006920027,MANHATTAN,982476,211134,ONLINE,Unspecified,MANHATTAN,40.746190461960495,-74.00640228168285,"{'latitude': '40.746190461960495', 'longitude': '-74.00640228168285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T13:57:51.000,,,,,,,
58882817,2023-09-21T09:01:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T10:16:19.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:16:21.000,,,,,,,
58888825,2023-09-21T09:01:25.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T10:14:56.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:14:51.000,,,,,,,
58885494,2023-09-21T09:01:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1111 THIERIOT AVENUE,THIERIOT AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,THIERIOT AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-21T09:59:26.000,09 BRONX,2037550074,BRONX,1021973,241158,PHONE,Unspecified,BRONX,40.82851791966873,-73.8636909853636,"{'latitude': '40.82851791966873', 'longitude': '-73.8636909853636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:59:19.000,,,,,,,
58891513,2023-09-21T09:01:15.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,11217,182 HOYT STREET,HOYT STREET,WYCKOFF STREET,WARREN STREET,WYCKOFF STREET,WARREN STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-21T09:56:37.000,02 BROOKLYN,3003910042,BROOKLYN,987290,188746,MOBILE,Unspecified,BROOKLYN,40.68474041637866,-73.98903889474313,"{'latitude': '40.68474041637866', 'longitude': '-73.98903889474313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:56:33.000,,,,,,,
58888914,2023-09-21T09:01:05.000,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Beekeeping - Honeybees,1-2 Family Dwelling,11435,105-36 REMINGTON STREET,REMINGTON STREET,105 AVENUE,TUSKEGEE AIRMEN WAY,105 AVENUE,TUSKEGEE AIRMEN WAY,ADDRESS,JAMAICA,REMINGTON STREET,In Progress,,,12 QUEENS,4100400024,QUEENS,1037675,190923,PHONE,Unspecified,QUEENS,40.69055505621522,-73.80735243870485,"{'latitude': '40.69055505621522', 'longitude': '-73.80735243870485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886839,2023-09-21T09:00:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,2703 EAST   63 STREET,EAST   63 STREET,56 DRIVE,NATIONAL DRIVE,56 DRIVE,NATIONAL DRIVE,ADDRESS,BROOKLYN,EAST   63 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T09:27:30.000,18 BROOKLYN,3085950035,BROOKLYN,1008377,160611,MOBILE,Unspecified,BROOKLYN,40.607483598531196,-73.91310769992783,"{'latitude': '40.607483598531196', 'longitude': '-73.91310769992783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:27:24.000,,,,,,,
58890160,2023-09-21T09:00:55.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11358,46-03 189 STREET,189 STREET,46 AVENUE,46 ROAD,46 AVENUE,46 ROAD,ADDRESS,FLUSHING,189 STREET,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-09-27T12:02:14.000,11 QUEENS,4055320077,QUEENS,1042054,213756,PHONE,Unspecified,QUEENS,40.753198428011515,-73.79136596783177,"{'latitude': '40.753198428011515', 'longitude': '-73.79136596783177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:02:09.000,,,,,,,
58881989,2023-09-21T09:00:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,730 EAST   45 STREET,EAST   45 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-23T00:00:00.000,17 BROOKLYN,3049610017,BROOKLYN,1002473,173660,PHONE,Unspecified,BROOKLYN,40.64331446427957,-73.93433545121732,"{'latitude': '40.64331446427957', 'longitude': '-73.93433545121732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-23T11:17:33.000,,,,,,,
