unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58812549,2023-09-14T17:29:33.000,2023-09-18T10:56:12.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11216,159 ROGERS AVENUE,ROGERS AVENUE,STERLING PLACE,ST JOHNS PLACE,STERLING PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,ROGERS AVENUE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-15T07:46:11.000,08 BROOKLYN,3012470001,BROOKLYN,997270,184142,PHONE,Unspecified,BROOKLYN,40.67209442589381,-73.95306363901119,"{'latitude': '40.67209442589381', 'longitude': '-73.95306363901119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816192,2023-09-14T17:29:00.000,2023-09-14T17:29:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11219,4514 10 AVENUE,10 AVENUE,45 ST,46 ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-14T17:29:00.000,12 BROOKLYN,3056130041,BROOKLYN,985208,172854,PHONE,Unspecified,BROOKLYN,40.641120862836225,-73.99654806761507,"{'latitude': '40.641120862836225', 'longitude': '-73.99654806761507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816262,2023-09-14T17:28:26.000,2023-09-14T17:52:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,323 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,PERRY AVENUE,HULL AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T17:52:50.000,07 BRONX,2033560107,BRONX,1019173,259515,ONLINE,Unspecified,BRONX,40.878913881658384,-73.8737129159977,"{'latitude': '40.878913881658384', 'longitude': '-73.8737129159977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814017,2023-09-14T17:28:25.000,2023-09-14T17:57:34.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10467,BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,GUNHILL ROAD,BAINBRIDGE AVENUE,GUNHILL ROAD,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T17:57:40.000,07 BRONX,,BRONX,1017852,260301,PHONE,Unspecified,BRONX,40.88107633375972,-73.87848591158738,"{'latitude': '40.88107633375972', 'longitude': '-73.87848591158738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814516,2023-09-14T17:28:15.000,2023-09-15T05:53:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11422,243-15 MAYDA ROAD,MAYDA ROAD,243 STREET,249 STREET,243 STREET,249 STREET,ADDRESS,ROSEDALE,MAYDA ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:54:01.000,13 QUEENS,4135680024,QUEENS,1056401,179460,PHONE,Unspecified,QUEENS,40.658958991680215,-73.73995058613002,"{'latitude': '40.658958991680215', 'longitude': '-73.73995058613002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811904,2023-09-14T17:28:08.000,2023-09-14T18:52:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,280 LINDEN STREET,LINDEN STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,LINDEN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T18:52:43.000,04 BROOKLYN,3033350114,BROOKLYN,1007849,193579,ONLINE,Unspecified,BROOKLYN,40.697974942753305,-73.91489391072183,"{'latitude': '40.697974942753305', 'longitude': '-73.91489391072183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812852,2023-09-14T17:28:05.000,2023-09-14T19:28:49.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10471,EAST  233 STREET,EAST  233 STREET,MAJOR DEEGAN EXPWY NB ET   13,MAJOR DEEGAN EP SB EN JEROME AV,MAJOR DEEGAN EXPWY NB ET   13,MAJOR DEEGAN EP SB EN JEROME AV,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T19:28:54.000,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,
58819282,2023-09-14T17:27:57.000,2023-09-20T13:15:17.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10023,WEST   76 STREET,WEST   76 STREET,WEST   76 STREET,WEST END AVENUE,WEST   76 STREET,WEST END AVENUE,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-20T13:15:20.000,07 MANHATTAN,,MANHATTAN,989071,224324,PHONE,Unspecified,MANHATTAN,40.78239247099459,-73.98259178036328,"{'latitude': '40.78239247099459', 'longitude': '-73.98259178036328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818106,2023-09-14T17:27:51.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813373,2023-09-14T17:27:51.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11215,1521 10 AVENUE,10 AVENUE,PROSPECT PARK SOUTHWEST,16 STREET,PROSPECT PARK SOUTHWEST,16 STREET,ADDRESS,BROOKLYN,10 AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T12:54:05.000,07 BROOKLYN,3011070001,BROOKLYN,990451,179617,ONLINE,Unspecified,BROOKLYN,40.65968170908628,-73.97764990735031,"{'latitude': '40.65968170908628', 'longitude': '-73.97764990735031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814939,2023-09-14T17:27:51.000,2023-10-14T13:08:53.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10009,172 AVENUE B,AVENUE B,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,ADDRESS,NEW YORK,AVENUE B,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T05:23:46.000,03 MANHATTAN,1004040029,MANHATTAN,989909,204263,ONLINE,Unspecified,MANHATTAN,40.72732963317755,-73.97958271804711,"{'latitude': '40.72732963317755', 'longitude': '-73.97958271804711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817527,2023-09-14T17:27:40.000,2023-09-16T00:00:00.000,DOB,Department of Buildings,Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,,11212,258 LEGION STREET,LEGION STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T00:00:00.000,16 BROOKLYN,3035670143,BROOKLYN,1007365,180606,UNKNOWN,Unspecified,BROOKLYN,40.66236829485997,-73.9166838782501,"{'latitude': '40.66236829485997', 'longitude': '-73.9166838782501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812246,2023-09-14T17:27:33.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,10014,812 WASHINGTON STREET,WASHINGTON STREET,HORATIO STREET,GANSEVOORT STREET,HORATIO STREET,GANSEVOORT STREET,ADDRESS,NEW YORK,WASHINGTON STREET,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-15T09:40:42.000,02 MANHATTAN,1006430001,MANHATTAN,982011,208578,MOBILE,Unspecified,MANHATTAN,40.739174774108385,-74.00807959374637,"{'latitude': '40.739174774108385', 'longitude': '-74.00807959374637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812638,2023-09-14T17:27:14.000,2023-09-16T10:19:42.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,11237,1696 DEKALB AVENUE,DEKALB AVENUE,ST NICHOLAS AVENUE,CYPRESS AVENUE,ST NICHOLAS AVENUE,CYPRESS AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T10:19:46.000,04 BROOKLYN,3032500014,BROOKLYN,1007087,196454,ONLINE,Unspecified,BROOKLYN,40.705868139728466,-73.91763219320252,"{'latitude': '40.705868139728466', 'longitude': '-73.91763219320252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816323,2023-09-14T17:27:07.000,2023-09-14T18:08:34.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10029,1727 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  107 STREET,EAST  108 STREET,EAST  107 STREET,EAST  108 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T18:08:37.000,11 MANHATTAN,1016350151,MANHATTAN,999350,228318,PHONE,Unspecified,MANHATTAN,40.79334334512835,-73.94546621633658,"{'latitude': '40.79334334512835', 'longitude': '-73.94546621633658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58824068,2023-09-14T17:26:58.000,2023-09-15T17:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10016,,,,,EAST 30 STREET,MADISON AVENUE,INTERSECTION,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-15T17:45:00.000,05 MANHATTAN,,MANHATTAN,988464,210789,UNKNOWN,Unspecified,MANHATTAN,40.74524269734116,-73.98479209057659,"{'latitude': '40.74524269734116', 'longitude': '-73.98479209057659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58811784,2023-09-14T17:26:54.000,2023-09-14T18:10:44.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11224,NEPTUNE AVENUE,NEPTUNE AVENUE,NEPTUNE AVENUE,WEST   33 STREET,NEPTUNE AVENUE,WEST   33 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T18:10:51.000,13 BROOKLYN,,BROOKLYN,984241,149582,ONLINE,Unspecified,BROOKLYN,40.57724405166864,-74.000032398413,"{'latitude': '40.57724405166864', 'longitude': '-74.000032398413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818748,2023-09-14T17:26:47.000,2023-09-14T18:40:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,234 SANDS STREET,SANDS STREET,BIKE PATH,NAVY STREET,BIKE PATH,NAVY STREET,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T18:40:31.000,02 BROOKLYN,3000900001,BROOKLYN,989518,194201,ONLINE,Unspecified,BROOKLYN,40.699712085471425,-73.9810012927035,"{'latitude': '40.699712085471425', 'longitude': '-73.9810012927035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815249,2023-09-14T17:26:35.000,2023-09-14T19:35:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,1204 DECATUR STREET,DECATUR STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,DECATUR STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T19:35:17.000,04 BROOKLYN,3034350016,BROOKLYN,1009964,190322,PHONE,Unspecified,BROOKLYN,40.68902934361152,-73.90727893357358,"{'latitude': '40.68902934361152', 'longitude': '-73.90727893357358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817077,2023-09-14T17:26:25.000,2023-09-14T17:28:58.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11206,35 TEN EYCK STREET,TEN EYCK STREET,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,TEN EYCK STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T17:29:02.000,01 BROOKLYN,3027910036,BROOKLYN,998279,197830,ONLINE,Unspecified,BROOKLYN,40.70966328251234,-73.94939774727067,"{'latitude': '40.70966328251234', 'longitude': '-73.94939774727067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817089,2023-09-14T17:26:25.000,2023-09-17T09:09:57.000,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,11206,35 TEN EYCK STREET,TEN EYCK STREET,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,TEN EYCK STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-17T09:10:00.000,01 BROOKLYN,3027910036,BROOKLYN,998279,197830,ONLINE,Unspecified,BROOKLYN,40.70966328251234,-73.94939774727067,"{'latitude': '40.70966328251234', 'longitude': '-73.94939774727067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814987,2023-09-14T17:26:14.000,2023-09-15T11:21:02.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Supermarket or Grocery Store,Business,11229,1507 KINGS HIGHWAY,KINGS HIGHWAY,EAST   15 STREET,BRIGHTON LINE,EAST   15 STREET,BRIGHTON LINE,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-15T11:21:06.000,15 BROOKLYN,3067780059,BROOKLYN,995909,161108,PHONE,Unspecified,BROOKLYN,40.60887293702861,-73.9580097698664,"{'latitude': '40.60887293702861', 'longitude': '-73.9580097698664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815561,2023-09-14T17:26:07.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10452,1565 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,04 BRONX,2028370031,BRONX,1008546,246231,PHONE,Unspecified,BRONX,40.84248897227183,-73.912189948849,"{'latitude': '40.84248897227183', 'longitude': '-73.912189948849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810902,2023-09-14T17:26:02.000,2023-09-23T08:58:35.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816565,2023-09-14T17:26:02.000,2023-09-23T08:58:36.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814463,2023-09-14T17:26:02.000,2023-09-14T18:43:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11373,73-20 BROADWAY,BROADWAY,ROOSEVELT AVENUE,74 STREET,ROOSEVELT AVENUE,74 STREET,ADDRESS,ELMHURST,BROADWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T18:43:26.000,04 QUEENS,4013050031,QUEENS,1014259,211366,ONLINE,Unspecified,QUEENS,40.746776503782655,-73.89169796512067,"{'latitude': '40.746776503782655', 'longitude': '-73.89169796512067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
